event_id,domain,event_type,stage,outcome,decision_driver,evidence_snippet,confidence_original,confidence_boosted,primary_entity_count,context_entity_count,entities_primary,entities_context,entities_all,domain_id,domain_name,overlay_id,paper_id,created_at
65c75af08a578862,methods_tooling,decision_point,in_vivo,unknown,,"Gene trees were discarded if they had fewer than six long-lived lineages, or five short-lived lineages, or 12 total,astheratesoftheremainingrepresentativeswereunlikelyto SupplementaryMaterials bebroadlyinformativeforthetrait.Therankingtransformationwas ThisPDFfileincludes: used forboth scoringand phylogeneticdistance scaling.FDRs (q Figs.S1andS2 References values)arecalculatedastheexpectednumberofhitsatthatsignifi- cancedividedby the numberof actual hits atthatsignificance or OtherSupplementaryM",low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,8e547308c8048bd3,2026-02-02T16:08:36Z
98be12d6a352e2cc,methods_tooling,manufacturing_constraint,unknown,unknown,,This thatwasidentifiedusingBLASTandsubsequentlyusedtoscaffold process is then repeated such that elements from A.,med,med,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,8e547308c8048bd3,2026-02-02T16:08:35Z
59da1e0c14b4bb0f,methods_tooling,manufacturing_constraint,unknown,unknown,,"resultofthisprocess,therewillbeoligonucleotidecapturebaitsof Identificationoforthologs atleast85%identitytoeachtargetedsequenceforeveryperciform Contigsfromeachspeciesareconsideredorthologsiftheyareas- genomeusedinthecapturedesign.Thismultispecies“phylochip” sembledbasedonthesametargetedelement.However,ifmultiple design enables usage of these baitsto sequence large numbers of contigsareassembledforagiventargetedelement,thenweassigned distantlyrelatedperciformfishspecies.",low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,8e547308c8048bd3,2026-02-02T16:08:35Z
b19414528052b9d5,methods_tooling,manufacturing_constraint,in_vivo,unknown,,"Sea Robin tissues were provided lateAHR(79).AAmetabolitessuchaslipoicacidandlipoxinsare byDepartmentofMarineResources,MarineBiologyLaboratories, tiedtoinflammationandcanamelioratetheagingprocess(80,81).",low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,8e547308c8048bd3,2026-02-02T16:08:34Z
8a1b83bb7a60a271,methods_tooling,manufacturing_constraint,unknown,positive,,"Informed by those vonoid”nomenclaturemasksthebroaderroleofthisgenesetinde- results, we targeted our subsequent selection analyses to short- toxification pathways, processing xenobiotic chemicals, and, livedterminalbranches,revealingsignificantdiversifyingselection critically,modulating endogenous signals such as hormones.",low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,8e547308c8048bd3,2026-02-02T16:08:33Z
1006357fc9947b1a,methods_tooling,manufacturing_constraint,in_vivo,positive,,"The glycogen biosynthesis term has substantial analysisshowedenrichmentforgeneswithsignificantrateshiftsas- overlapwithinsulinsignalingpathways,andindeedthemostsignif- sociatedwithlongevity(Fig.3A).Thecontrolselectionhasaslight icantgeneinthesetisinsulinreceptor(insr)(P=0.003).Insulin enrichmentaswell,likelyduetothedifficultiesinselectinganun- signaling has been implicated in the aging process and longevity biasedcontrolgroupwhenallthelineageswereexplicitlysampled inawidevarietyofmodels(34,35).I",med,med,1,0,target:INSR,,target:INSR,methods_tooling,Methods & Tooling,methods_tooling_v1,8e547308c8048bd3,2026-02-02T16:08:32Z
e98e84fd94b438ac,methods_tooling,decision_point,clinical,unknown,,https://d oi.o rg/ sity: a phase 2 randomized clinical trial.,low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:29Z
afdfce1dab9bef7b,methods_tooling,method_evaluation,unknown,unknown,,Dial AG et al (2020) Muscle and serum myostatin expression in s10529-0 14-1 617-z type 1 diabetes.,med,med,0,1,,model:SERUM,model:SERUM,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:29Z
1c1d6eb4cf412dc3,methods_tooling,method_evaluation,unknown,unknown,,Amor M et al (2019) Serum myostatin is upregulated in obe- Mol Endocrinol 11(13):1881–1890.,med,med,0,1,,model:SERUM,model:SERUM,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:29Z
19298aaf92bc26e5,methods_tooling,decision_point,in_vivo,unknown,,"Braga M, Pervin S, Norris K, Bhasin S, Singh R (2013) Inhibi- 14814/p hy2.1 4500 tion of in vitro and in vivo brown fat differentiation program by 118.",med,med,1,2,stem_cell:differentiation,model:In vivo; model:In vitro,model:In vivo; stem_cell:differentiation; model:In vitro,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:29Z
f98db0713fd3d121,methods_tooling,method_evaluation,unknown,unknown,,https://d oi.o rg/1 0.3 109/ using liquid chromatography-tandem mass spectrometry with 089771 90109 02911 4 age and skeletal muscle strength in healthy adults.,med,med,0,1,,model:Skeletal muscle,model:Skeletal muscle,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:28Z
e988167a8d839d8f,methods_tooling,method_evaluation,unknown,unknown,,Lehallier B et al (2019) Undulating changes in human plasma 9:11392.,med,med,0,2,,model:HUMAN; model:PLASMA,model:HUMAN; model:PLASMA,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:28Z
e878a2055e51e585,methods_tooling,decision_point,unknown,unknown,,Rooks D et al (2020) Bimagrumab vs optimized standard of care release of follicle-stimulating hormone.,low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:28Z
d11d0bdb06c8e6c9,methods_tooling,regulatory_risk,unknown,unknown,,"Phillips DJ, de Kretser DM (1998) Follistatin: a multifunctional 10.1 371/j ourna l.p one.0 00078 9 regulatory protein.",low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:28Z
bd54b471f60740a6,methods_tooling,method_evaluation,in_vivo,unknown,,Burch PM et al (2017) Reduced serum myostatin concentrations tion.,med,med,0,1,,model:SERUM,model:SERUM,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:28Z
9ebaec33f43cf29c,methods_tooling,decision_point,clinical,unknown,,https://d oi.o rg/1 0.1 073/p nas.8 4.2 3.8 282 a randomized clinical trial.,low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:28Z
85c86601b546fd43,methods_tooling,method_evaluation,in_vivo,unknown,,org/1 0.1 161/ tions in human serum: circulating concentrations in young and CIRCRE SAHA.1 16.3 08391 older men and effects of testosterone administration.,med,med,0,2,,model:HUMAN; model:SERUM,model:HUMAN; model:SERUM,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:28Z
7af293059b19f0c1,methods_tooling,method_evaluation,clinical,unknown,,Wagner KR et al (2020) Randomized phase 2 trial and open-label 65.,low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:28Z
735ed02e32565614,methods_tooling,decision_point,clinical,unknown,,Muntoni F et al (2024) The clinical development of taldef- sporadic inclusion body myositis: long-term extension of resil- grobep alfa: an anti-myostatin adnectin for the treatment of ient.,low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:28Z
5003224da8c78359,methods_tooling,method_evaluation,unknown,unknown,,"Hedayati M, Nozhat Z, Hannani M (2016) Can the serum level ume in healthy volunteers.",med,med,0,1,,model:SERUM,model:SERUM,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:28Z
3b81bc512a85d366,methods_tooling,method_evaluation,clinical,unknown,,"Leung DG et al (2021) A phase Ib/IIa, open-label, multiple 1212/W NL.7 8.1_s upple ment.P 04.0 88 ascending-dose trial of domagrozumab in fukutin-related protein 64.",low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:28Z
2ffab02cc3ce1a71,methods_tooling,decision_point,clinical,unknown,,“Pfizer Terminates Domagrozumab (PF-06252616) Clinical 66.,low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:28Z
17141ce57fc9bb4f,methods_tooling,decision_point,unknown,unknown,,Nakatani M et al (2008) Transgenic expression of a myosta- GDF-11 and GDF-8 with modified DNA aptamers.,med,med,0,1,,model:Transgenic,model:Transgenic,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:28Z
d7cbabaa333db03a,methods_tooling,decision_point,clinical,unknown,,"Philip B, Lu Z, Gao Y (2005) Regulation of GDF-8 signaling by of a randomized, placebo-controlled clinical trial.",low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:27Z
9dac315587871e60,methods_tooling,method_evaluation,unknown,unknown,,https://d oi.o rg/1 0.1 371/ normal serum*.,med,med,0,1,,model:SERUM,model:SERUM,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:27Z
ff8f2f9fab5c6967,methods_tooling,regulatory_risk,unknown,unknown,,"Additionally, MSTN blockade induces brown adipose tissue increases muscle hypertrophy, leading to heightened caloric expendi- (BAT) formation in white adipose tissue (WAT) via the expression of ture and glucose transporter type 4 (GLUT4) expression; it also pro- BAT markers and thermogenic genes; interferon regulatory factor 4 motes the activation of adenosine monophosphate-activated protein (IRF4), expressed in BAT, inhibits myostatin expression, and BAT kinase (AMPK), which facilitates GLUT4 t",med,med,3,3,target:AMPK; target:TRANSPORTER; target:KINASE,model:TISSUE; model:White adipose tissue; model:Brown adipose tissue,model:TISSUE; target:AMPK; model:White adipose tissue; target:TRANSPORTER; target:KINASE; model:Brown adipose tissue,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:26Z
fc5c2d51a2b6cf4f,methods_tooling,decision_point,clinical,unknown,,While preclinical studies indicate that writing and revising the manuscript.,low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:26Z
e89fa0525b392246,methods_tooling,efficacy_result,in_vivo,positive,,"For instance, MSTN propeptide has demonstrated Additionally, treatment of young mice with ActRIIB-Fc led efficacy as a specific inhibitor but has yet to receive clinical to increased bone mass [151].",med,med,0,1,,model:MOUSE,model:MOUSE,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:26Z
e616378c2163e3c7,methods_tooling,method_evaluation,unknown,positive,,"MSTN is obesity, decreased exercise capacity, and increased serum shown to be a positive regulator of osteoclast differentiation, MSTN [15, 145].",med,med,1,1,stem_cell:differentiation,model:SERUM,stem_cell:differentiation; model:SERUM,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:26Z
c668a80e2bd9d2f2,methods_tooling,method_evaluation,in_vivo,unknown,,"Expression of IRF4 in BAT is strongly corre- cartilage to bone during fracture healing, thereby affecting lated with serum MSTN levels, with loss of IRF4 causing callus formation and bone regeneration [148].",med,med,0,1,,model:SERUM,model:SERUM,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:26Z
9273bc965197689a,methods_tooling,decision_point,in_vivo,positive,,"Numerous inhibition methods with the poten- In mice, administration of recombinant MSTN propeptide tial for greater effectiveness remain unexplored in clinical improved fracture healing in a fibula osteotomy model [150].",med,med,0,1,,model:MOUSE,model:MOUSE,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:26Z
74c5dfda5a1a95df,methods_tooling,decision_point,clinical,unknown,,Current attempts at clinical application of MSTN inhibi- tors have encountered challenges with drug design and dis- Author contributions Brock Wetzlich writes the manuscript with the assistances from Benard Nyakundi.,low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:26Z
3ccc63a3aa5cb009,methods_tooling,efficacy_result,in_vivo,positive,,"Obesity, diabe- Open Access This article is licensed under a Creative Commons Attri- tes, metabolic syndromes, and orthopedic diseases are all bution 4.0 International License, which permits use, sharing, adapta- potential targets for MSTN inhibitors because they do not tion, distribution and reproduction in any medium or format, as long face the same challenges with serum MSTN concentration as you give appropriate credit to the original author(s) and the source, provide a link to the Creative C",med,med,0,1,,model:SERUM,model:SERUM,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:26Z
2465e6ba5069cc1e,methods_tooling,regulatory_risk,in_vitro,unknown,,"MSTN negatively sue crosstalk between BAT and skeletal muscle through impacts bone formation by inhibiting osteogenic differentia- transcription factor interferon regulatory factor 4 (IRF4), tion of mesenchymal stem cells and osteoblasts [146, 147].",med,med,2,1,stem_cell:stem cell; stem_cell:mesenchymal,model:Skeletal muscle,model:Skeletal muscle; stem_cell:stem cell; stem_cell:mesenchymal,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:26Z
ef721fae06fe20b7,methods_tooling,method_evaluation,in_vivo,unknown,,"In obesity the plasma membrane of muscle cells in response to insu- and T2DM mouse models, loss of MSTN mitigates fat lin [130].",med,med,0,2,,model:MOUSE; model:PLASMA,model:MOUSE; model:PLASMA,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:25Z
d14f180e7e55f08e,methods_tooling,method_evaluation,unknown,unknown,,"In our study, transgenic Additionally, increasing functional muscle mass (assum- mice overexpressing MSTN propeptide exhibited a signifi- ing it is possible) would be beneficial for treating diabetes, cant increase in serum adiponectin levels when fed a high- as a loss of skeletal muscle mass is frequently associated fat diet, while maintaining normal levels of blood insulin, with both T1DM and T2DM due to catabolism caused by resistin, and leptin [121].",med,med,0,5,,model:BLOOD; model:SERUM; model:Skeletal muscle; model:Transgenic; model:MOUSE,model:BLOOD; model:SERUM; model:Skeletal muscle; model:Transgenic; model:MOUSE,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:25Z
d115230bbd639580,methods_tooling,method_evaluation,in_vivo,positive,,"Unlike conditions pharmacokinetics and MSTN serum concentration between like muscular dystrophy, sarcopenia, and cancer cachexia, diseased human and mouse models may significantly con- obesity and diabetes correlate with elevated serum levels tribute to the difference in results between clinical and ani- of MSTN [113].",med,med,0,3,,model:HUMAN; model:MOUSE; model:SERUM,model:HUMAN; model:MOUSE; model:SERUM,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:25Z
bab3ba02a48d4263,methods_tooling,method_evaluation,in_vivo,positive,,"Studies in mice demonstrate that com- measure serum MSTN concentrations is essential to best bining MSTN inhibition therapy with exercise, be it aero- determine if reduced MSTN impacts the effectiveness of bic or resistance training, results in significantly enhanced inhibition therapies [103, 104].",med,med,0,2,,model:SERUM; model:MOUSE,model:SERUM; model:MOUSE,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:25Z
afd6d22362f88bf3,methods_tooling,decision_point,clinical,unknown,,"Expanding the scope of clinical homeostasis [138, 139].",low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:25Z
aa871c837c41f673,methods_tooling,method_evaluation,unknown,unknown,,"On average, human serum ence between groups receiving combined therapy or exercise MSTN levels are around 5–10 ng/ml, whereas mice exhibit alone [54].",med,med,0,3,,model:HUMAN; model:SERUM; model:MOUSE,model:HUMAN; model:SERUM; model:MOUSE,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:25Z
a9f1889066e2e9b2,methods_tooling,efficacy_result,in_vivo,positive,,"While mdx mice have and metabolic syndromes lower serum MSTN levels (~ 50 ng/ml) than their wild-type counterparts, their concentration is much higher and pro- While treating muscle wasting disorders has presented portionally less diminished compared to humans affected by numerous difficulties and demonstrated limited success, DMD (~ 1 ng/ml), potentially providing a greater scope for inhibition of MSTN may offer a more promising approach the effects of MSTN inhibition [105].",med,med,0,3,,model:HUMAN; model:SERUM; model:MOUSE,model:HUMAN; model:SERUM; model:MOUSE,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:25Z
a7c7f369b109fd05,methods_tooling,method_evaluation,in_vivo,unknown,,Skeletal muscle is the primary site for betes patients were shown to have higher serum MSTN insulin-mediated glucose uptake via glucose transporter concentrations when compared to healthy counterparts type 4 (GLUT4) protein [127].,med,med,1,2,target:TRANSPORTER,model:SERUM; model:Skeletal muscle,model:SERUM; model:Skeletal muscle; target:TRANSPORTER,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:25Z
a315076bfbba13e8,methods_tooling,efficacy_result,clinical,positive,,"Ongoing clinical trials within white adipose tissue (WAT), a fat type known for 1c with bimagrumab aim to explore its potential in treating obe- its thermogenic characteristics, abundance of fat-burning sity; however, no MSTN inhibitor has received approval for mitochondria, and role in maintaining insulin and glucose use in metabolic syndromes.",med,med,0,3,,model:TISSUE; model:Mitochondria; model:White adipose tissue,model:TISSUE; model:Mitochondria; model:White adipose tissue,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:25Z
96d0348c4269d9ee,methods_tooling,method_evaluation,unknown,positive,,"Many studies generally suggest that serum MSTN is existing muscle fibers, facilitated by neural input, increased highest in young individuals and decreases with age [97, muscle mass may not lead to meaningful functional improve- 98], which could pose challenges for using MSTN inhibi- ments [108].",med,med,0,1,,model:SERUM,model:SERUM,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:25Z
6c30767d4272b5d6,methods_tooling,decision_point,in_vivo,positive,,"MSTN inhibi- Although MSTN is not highly expressed in adipose tis- tion for the treatment of metabolic disorders in humans has sue, it plays a significant role in mediating adipose tissue already shown moderate success in clinical trials with bima- function.",med,med,0,2,,model:HUMAN; model:TISSUE,model:HUMAN; model:TISSUE,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:25Z
6aa341ba639a8562,methods_tooling,manufacturing_constraint,clinical,unknown,,"However, trials involving the combination of bima- cle wasting diseases in humans despite promising results grumab with an exercise program in sarcopenia patients, as in preclinical studies may stem from species-specific dif- previously mentioned, did not yield any discernible differ- ferences in serum MSTN levels.",high,high,0,2,,model:HUMAN; model:SERUM,model:HUMAN; model:SERUM,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:25Z
4e0a86a3e2a4ae73,methods_tooling,efficacy_result,clinical,positive,,While Much of the data about circulating MSTN levels may most clinical trials in muscular wasting disorders prior- be questioned due to potential methodological limitations.,low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:25Z
3ed9fbc9d9be92c0,methods_tooling,decision_point,in_vivo,unknown,,"Further clinical research is needed to determine concentrations exceeding 100 ng/ml, up to a 20-fold differ- if the combination of MSTN inhibition therapy with exercise ence [105, 106].",low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:25Z
078988f81af7acb8,methods_tooling,method_evaluation,unknown,unknown,,A study surveying MSTN serum con- mal trials.,med,med,0,1,,model:SERUM,model:SERUM,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:25Z
ef8096264930ec45,methods_tooling,manufacturing_constraint,clinical,positive,,"This suggests that the already low MSTN Despite yielding positive results in various animal stud- levels in DMD patients may reduce the effectiveness of ies, MSTN inhibition has not improved human muscular MSTN inhibitors, as further lowering MSTN might not",med,med,0,1,,model:HUMAN,model:HUMAN,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:24Z
e9c5d49f86dd271e,methods_tooling,decision_point,unknown,unknown,,"Follistatin However, non-muscle-related adverse side effects including nosebleeds, gum bleeding, telangiectasia, and erythema led to the discontinuation of further study [12].",low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:24Z
e131e9a38a1bd0c1,methods_tooling,decision_point,clinical,unknown,,GYM-329 treatment has seemingly been overlooked in clinical research.,low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:24Z
dfe57bdbebdee6a3,methods_tooling,decision_point,clinical,neutral,,"In humans, AAV.CMV.FS344 similar problems due to ActRIIA and ActRIIB receptors has undergone limited testing in a few stage 1 and 2 clinical binding to GDF11, activins A, B, and AB, and BMPs 9 and trials.",med,med,0,1,,model:HUMAN,model:HUMAN,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:24Z
dd5f13b4901a547f,methods_tooling,method_evaluation,in_vivo,unknown,,Mice injected with the mutant form of propeptide exhibited more pronounced A difference in serum MSTN concentration between muscling results than those given wild-type MSTN propep- healthy and diseased individuals presents another obsta- tide [24].,med,med,0,2,,model:SERUM; model:MOUSE,model:SERUM; model:MOUSE,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:24Z
cfd722c97b21c295,methods_tooling,decision_point,clinical,unknown,,"In a phase 1 trial involving healthy adults, a 24-week clinical endpoints ultimately led Acceleron to discontinue its",low,low,0,0,,,,methods_tooling,Methods & Tooling,methods_tooling_v1,037f2d9a8309247a,2026-02-02T16:08:24Z
