lens,pdf_path,pdf_name,page_number,sentence_index,sentence,event_type,outcome,confidence,context_strength,source_weight,tags,entities,error
compliance,cache/rss/086150b24ff9fba2e0de7660ec9d6979.pdf,086150b24ff9fba2e0de7660ec9d6979.pdf,1,7,Wepresentatheoreticalframework for refractive propulsion as well as numerical simulations of the SBRIP particles using raytracing and the finite volume method.,code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/086150b24ff9fba2e0de7660ec9d6979.pdf,086150b24ff9fba2e0de7660ec9d6979.pdf,1,23,"Related approaches harness biological eratedchemicalgradientsofteninducecomplexhydrody- activitybyplacingpassivemicrostructuresintobacterial namic flows in the surrounding medium [1, 25].",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/0a21751c2a919993e557a1ba67e91de2.pdf,0a21751c2a919993e557a1ba67e91de2.pdf,1,26,"Using 160 fs laser pulses for excitation and time-resolved Sagnac interferometry for detection, we evaluated key SAW parameters, including amplitude, spectral content, phase and group velocities, and their in-plane anisotropy.",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/0a21751c2a919993e557a1ba67e91de2.pdf,0a21751c2a919993e557a1ba67e91de2.pdf,1,27,"Particular emphasis is placed on the dispersion relation and its anisotropy, which govern the coherent interaction between phonons and magnons and are determined primarily by the FeRh film.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/0a21751c2a919993e557a1ba67e91de2.pdf,0a21751c2a919993e557a1ba67e91de2.pdf,1,29,"This transition, occurring at 360-390 K in high-quality Fe Rh thin films [2, 3], is accompanied by the occurrence of a Rh magnetic moment, 1 % 49 51 isostructural expansion of its cubic lattice, and electrical resistivity change [4, 5, 6], making FeRh a compelling platform for applications in data storage [7, 8, 9], antiferromagnetic spintronics [10, 11], thermally assisted magnetic recording [12], and neuromorphic computing [13].",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/0a21751c2a919993e557a1ba67e91de2.pdf,0a21751c2a919993e557a1ba67e91de2.pdf,2,18,"We evaluate amplitudes, spectral content, anisotropies of phase and group velocities, and the dispersion relations of the generated SAW pulses, and compare them with numerical calculations for the two magnetic phases of FeRh.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/0d68fa3c0ca709a8e9486077f02ec5bf8896429791add4d3ec475c80b57fcdfb.pdf,0d68fa3c0ca709a8e9486077f02ec5bf8896429791add4d3ec475c80b57fcdfb.pdf,3,8,"The composition of this macromolecular complex expands greatly as 57 cells move from interphase into mitosis, when the complex grows to over 80 proteins 58 involved in regulating and sensing microtubule attachment and facilitating chromosome 59 movement during cell division (Musacchio and Salmon, 2007; Verdaasdonk and Bloom, 60 2011; McKinley and Cheeseman, 2016).",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/0d68fa3c0ca709a8e9486077f02ec5bf8896429791add4d3ec475c80b57fcdfb.pdf,0d68fa3c0ca709a8e9486077f02ec5bf8896429791add4d3ec475c80b57fcdfb.pdf,3,13,"71 Nucleoli serve as the primary site of ribosome synthesis, facilitating and regulating this 72 complex, multi-step process (Busch and Smetana, 1970; Pederson, 1998, 2011; Dörner 73 et al., 2023).",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/0e4722d26a98838ce413273024643135.pdf,0e4722d26a98838ce413273024643135.pdf,3,10,"Thus MnTebelow𝑇 inzeroexternalstimulishouldexhibitssixtypesofdomains,inwhichoneofthesix N magneticstructuresisrealized(17).Indeed,suchsixtypesofdomainsinMnTehavebeenobserved by using high-energy X-ray facilities with a sophisticated combination of X-ray magnetic circular dichroism (XMCD) and X-ray magnetic linear dichroism (XMLD) for 30-nm-thick thin film (17) and200-nm-thicksingle-crystallamella(19).",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/0e4722d26a98838ce413273024643135.pdf,0e4722d26a98838ce413273024643135.pdf,3,13,"Compared with the X-ray-based techniques available only in synchrotron facilities (17–19), scanning MOKE measurements using ordinary optical wavelengths available 3",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/0f6319e3cefbd8a5758cbe5ca28381e5.pdf,0f6319e3cefbd8a5758cbe5ca28381e5.pdf,3,4,"Deep learning methods, particularly U‑Net-style architectures and self‑configuring models such as nnU‑Net, have achieved strong performance and are increasingly used as the standard tool for brain tumor segmentation (6,7).",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]",[],
compliance,cache/rss/0f6319e3cefbd8a5758cbe5ca28381e5.pdf,0f6319e3cefbd8a5758cbe5ca28381e5.pdf,3,5,"The Multimodal Brain Tumor Segmentation (BraTS) challenges have accelerated this development through large, multi‑institutional multiparametric MRI datasets with standardized annotations (8,9).",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]",[],
compliance,cache/rss/12d4cef5b3608fe043a0c3102b7786bb051650ebfb7b901332722119174159ff.pdf,12d4cef5b3608fe043a0c3102b7786bb051650ebfb7b901332722119174159ff.pdf,2,5,"For instance, cells from patients with Progeria (a childhood-onset disorder characterised by accelerated ageing) exhibit significantly shortened primary cilia when compared to healthy controls[5].Alternationsofprimaryciliahavealsobeenobservedinhumancells undergoing senescence when cells have stopped dividing in tissue culture [1,4].",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/12d4cef5b3608fe043a0c3102b7786bb051650ebfb7b901332722119174159ff.pdf,12d4cef5b3608fe043a0c3102b7786bb051650ebfb7b901332722119174159ff.pdf,2,9,"Microscopic imaging after staining with cilia-specific fluorescent markers, measuringcilialength,number,andmorphology,isthegoldstandardforassess- ing cilia status [6].",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]",[],
compliance,cache/rss/12d4cef5b3608fe043a0c3102b7786bb051650ebfb7b901332722119174159ff.pdf,12d4cef5b3608fe043a0c3102b7786bb051650ebfb7b901332722119174159ff.pdf,2,10,"Current approaches are limited by low-throughput imaging workflows, reliance on manual or semi-manual annotation, and analysis focused onasmallnumberoffeatures.Theselimitationsreducereproducibilityandmake large-scaleanalysisofcellsandciliadifficult.Approachesbasedoncomputervi- sion and machine-learning can offer a route to standardised cilia analysis by reducinghumanbiasandenablingaccurate,reproducible,andscalablequantifi- cation of ciliary features from florescence microscopy images.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/12d4cef5b3608fe043a0c3102b7786bb051650ebfb7b901332722119174159ff.pdf,12d4cef5b3608fe043a0c3102b7786bb051650ebfb7b901332722119174159ff.pdf,3,6,2 Pre-stainingCultureConditions Fibroblastswereseededonto13mmround glass coverslips coated with 0.01 % Poly-D-Lysine (Gibco) at a density of 3x104 cells per well in serum-containing medium.,code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/15b45e04723946e2c91c8986a733faac4245f6da33dafc1f26d4a7454ccc3d41.pdf,15b45e04723946e2c91c8986a733faac4245f6da33dafc1f26d4a7454ccc3d41.pdf,2,8,"SsdA puncta move bidirectionally along microtubules by hitchhiking on early 10 endosomes, and this requires the adaptor proteins PxdA and DipA—machinery 11 previously associated exclusively with peroxisome transport.",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/15b45e04723946e2c91c8986a733faac4245f6da33dafc1f26d4a7454ccc3d41.pdf,15b45e04723946e2c91c8986a733faac4245f6da33dafc1f26d4a7454ccc3d41.pdf,3,10,"Much of what is known about hitchhiking is derived from studies in 41 filamentous fungi, in which peroxisomes, lipid droplets, endoplasmic reticulum (ER) 42 and mRNPs have been variously shown to hitchhike on early endosomes (Baumann et 43 al., 2012; Guimaraes et al., 2015; Salogiannis et al., 2016; Christensen and Reck- 44 Peterson, 2022).",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/187c040748efb9887dee7df8da3442ea.pdf,187c040748efb9887dee7df8da3442ea.pdf,2,4,"Inpreviousinvestigationsoftheimpactofkineticsonsynthesisoutcomes,Karanetal.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/187c040748efb9887dee7df8da3442ea.pdf,187c040748efb9887dee7df8da3442ea.pdf,2,8,Another approach correlates the synthesizability of a polymorph to the absence of a facile transformation pathway from that phase to a lower energy configuration [22].,code_compliance,neutral,med,strong,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/187c040748efb9887dee7df8da3442ea.pdf,187c040748efb9887dee7df8da3442ea.pdf,2,17,"They show that this method yields high quality, low energy pathways between a number of polymorph pairs and provides evidenceforthehypothesisthatmetastablepolymorphswhichareconnectedtoalowerenergystructurevia a facile diffusionless transition pathway are less frequently observed in experiment [22].",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/187c040748efb9887dee7df8da3442ea.pdf,187c040748efb9887dee7df8da3442ea.pdf,2,21,"However, this exhaustive approach isonlyapplicabletosimplestructuresandsuffersfromcombinatoriallygrowingcomputationalrequirements as the number of atoms in the unit cell increases.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/187c040748efb9887dee7df8da3442ea.pdf,187c040748efb9887dee7df8da3442ea.pdf,3,5,"In addition to this capacity for disambiguation, Mrdjenovich et al. developed a method for enumerating a set of neighbors for a given CNF point.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/187c040748efb9887dee7df8da3442ea.pdf,187c040748efb9887dee7df8da3442ea.pdf,3,12,"Inthiswater-fillingalgorithm, a starting configuration is identified and then neighbors are explored in order of ascending energy such that no configuration is visited until all lower-energy configurations have been explored.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/187c040748efb9887dee7df8da3442ea.pdf,187c040748efb9887dee7df8da3442ea.pdf,3,15,"If that basin is not the endpoint, the algorithm will proceed as before: by exhaustively exploring points in order of ascending energy until yet another saddle point is reached and the algorithm search frontier (the “water”), expands (“flows”) down into the next basin.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/187c040748efb9887dee7df8da3442ea.pdf,187c040748efb9887dee7df8da3442ea.pdf,3,17,"This limitation can be partially mitigated by replacing DFT with an MLIP surrogate; however, the search space still grows combinatorially with system size, restricting practical applications to only modestly larger unit cells (typically < 4˘6 atoms, depending on the complexity of the problem).",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/1c8dd7a388a3bb8daf823a59d735afd2.pdf,1c8dd7a388a3bb8daf823a59d735afd2.pdf,1,4,"However, existing approaches either focus on residue-level signals,relyoncuratedannotations,orsegmentproteinstructureswithoutincorporatingfunctional information,therebylimitinginterpretableanalysisofstructure-functionrelationships.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/1c8dd7a388a3bb8daf823a59d735afd2.pdf,1c8dd7a388a3bb8daf823a59d735afd2.pdf,1,12,"Structuralevidencesuggeststhatprotein-levelfunction isanemergentpropertyarisingfromthecoordinatedbehaviorofgroupsofresiduesratherthanisolatedaminoacids ThisarticlehasbeenacceptedforpublicationinBioinformatics(ISMB2026Proceedings),publishedbyOxfordUniversity Press.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/1c8dd7a388a3bb8daf823a59d735afd2.pdf,1c8dd7a388a3bb8daf823a59d735afd2.pdf,2,3,"Learnedunitsareclusteredacrossproteinsand statisticallyassociatedwithGeneOntology(GO)terms,enablinganalysisofunit–functionrelationships.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/1c8dd7a388a3bb8daf823a59d735afd2.pdf,1c8dd7a388a3bb8daf823a59d735afd2.pdf,2,10,"Identifyingsuchproteinunitsautomaticallywouldenhancefunctionalinterpretabilitybeyondresidues-levelanalyses, allowcomparisonoffunctionalblocksacrossproteins,andprovideaunit-levelvocabularyforinvestigatingprotein functionwithoutdependingonlabor-intensive,expert-classifiedstructuralandfunctionalunits.Nevertheless,identifying afunctionallymeaningfuldecompositionthatisconsistentremainsamajorchallenge.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/1c8dd7a388a3bb8daf823a59d735afd2.pdf,1c8dd7a388a3bb8daf823a59d735afd2.pdf,2,12,Existingapproachesaddresspartsofthisprobleminisolation.,code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/1c8dd7a388a3bb8daf823a59d735afd2.pdf,1c8dd7a388a3bb8daf823a59d735afd2.pdf,3,2,"In this work, we utilize protein-level functional annotations as supervisorysignalsduringtrainingtoguidethelearningofstructuralpartitions, asettingwerefertoasfunctional supervision.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/1c8dd7a388a3bb8daf823a59d735afd2.pdf,1c8dd7a388a3bb8daf823a59d735afd2.pdf,3,4,"Wetherefore investigatewhetherfunctionallymeaningfulstructuralelementscanbelearnedbycombiningstructuralinductivebias withprotein-levelfunctionallabels,andwhethertheresultingunitscanbestatisticallyassociatedwithstandardized functionalannotationssuchasGeneOntology(GO)terms[Ashburneretal.,2000],asillustratedconceptuallyinFigure 1.",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]",[],
compliance,cache/rss/1c8dd7a388a3bb8daf823a59d735afd2.pdf,1c8dd7a388a3bb8daf823a59d735afd2.pdf,3,23,"Aftertraining,learnedunitembeddingsareclusteredforstatisticalanalysisofunit–functionassociations.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/1c8dd7a388a3bb8daf823a59d735afd2.pdf,1c8dd7a388a3bb8daf823a59d735afd2.pdf,3,26,"OurprimaryfocusisontheMolecularFunctionOntology(MFO),asitmost directlyalignswiththegoalofassociatingdiscoveredproteinunitswithmolecularactivities.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/1d4356f9d08860dcaec278dedd4263cc.pdf,1d4356f9d08860dcaec278dedd4263cc.pdf,1,3,"The first is clustering-based Mostfunctionalmagneticresonanceimagingstudiesrelyon methods,suchasspectralclustering[2,3],whichisagraph- estimates of hierarchically organized functional brain net- based clustering technique that uses the eigenspectrum of workswhosesegregationandintegrationreflectthecognitive the Laplacian matrix to perform dimensionality reduction and behavioral changes in humans.",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/1e98e632f015b8cf045b20d0ca61aab8.pdf,1e98e632f015b8cf045b20d0ca61aab8.pdf,1,1,"Optimal spin-qubit hallmarks of sulfur-vacancy defects in 4H-SiC: Design from first principles Marisol Alcántara Ortigoza1 and *Sergey Stolbov2 1Physics Department, Tuskegee University, Tuskegee Institute, Alabama, USA 2Physics Department, University of Central Florida, Orlando, Florida, USA *Corresponding author: Sergey.Stolbov@ucf.edu Abstract.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/1e98e632f015b8cf045b20d0ca61aab8.pdf,1e98e632f015b8cf045b20d0ca61aab8.pdf,1,4,"From GW calculations, we found that the electronic states associated with the defect form sharp and isolated peaks within the band gap for both triplet and singlet states.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/1e98e632f015b8cf045b20d0ca61aab8.pdf,1e98e632f015b8cf045b20d0ca61aab8.pdf,1,7,"Crucially, the host elements and the dopant have high-abundance isotopes with zero nuclear spin ensuring high spin-coherence time of the qubit.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/1e98e632f015b8cf045b20d0ca61aab8.pdf,1e98e632f015b8cf045b20d0ca61aab8.pdf,2,6,One of the key requirements for efficient qubits is a long coherence time.,code_compliance,neutral,low,moderate,0.9,"[""code_compliance""]",[],
compliance,cache/rss/1e98e632f015b8cf045b20d0ca61aab8.pdf,1e98e632f015b8cf045b20d0ca61aab8.pdf,2,8,"Therefore, an important goal of the search for efficient spin qubits is to find host materials with zero-nuclear-spins isotopes.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/1e98e632f015b8cf045b20d0ca61aab8.pdf,1e98e632f015b8cf045b20d0ca61aab8.pdf,2,10,"Namely, the most abundant stable isotopes of carbon and silicon are their zero-nuclear-spin isotopes ¹²C (98.93%) and 28Si (92.22%), respectively.",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/21b4ec6e220523a7b3344caaccd2a26b.pdf,21b4ec6e220523a7b3344caaccd2a26b.pdf,1,2,"Chaney∗2, and Beatriz Noheda†1,3 1Zernike Institute for Advanced Materials, University of Groningen, Groningen, The Netherlands 2The European Synchrotron Radiation Facility (ESRF), Grenoble, France 3CogniGron centre, University of Groningen, Groningen, The Netherlands *These authors contributed equally to this work.",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/21b4ec6e220523a7b3344caaccd2a26b.pdf,21b4ec6e220523a7b3344caaccd2a26b.pdf,1,6,The nature of the R-phase remains disputed due to the subtle differences with the OIII-phase when probed by standard thin film characterisation techniques.,code_compliance,neutral,low,moderate,0.9,"[""code_compliance""]",[],
compliance,cache/rss/21b4ec6e220523a7b3344caaccd2a26b.pdf,21b4ec6e220523a7b3344caaccd2a26b.pdf,1,9,"These experiments, together with direct comparison of their temperature dependence and electrical responses, conclusively establish them as two distinct phases and provide insight into their key characteristics.",code_compliance,neutral,med,weak,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
compliance,cache/rss/21b4ec6e220523a7b3344caaccd2a26b.pdf,21b4ec6e220523a7b3344caaccd2a26b.pdf,3,4,"While these conditions are shared for both R3 and R3m, Comparison of ’as grown’ diffraction the observed patterns demonstrate closer agreement with Starting with the original R-phase system, LSMO-buffered the R3m structure first reported by Wei et al. on the same SrTiO 3 (100) [10].",code_compliance,neutral,med,moderate,0.9,"[""code_compliance""]","[{""entity_type"": ""code_standard"", ""entity_name"": ""STANDARD"", ""entity_variant"": ""standard"", ""role"": ""standard""}]",
