pdf_name,page,sentence,lens,event_type,outcome,confidence,context_strength,source_weight,tags,entities
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,8,"In 2020, IBHS released a report on the vulnerability of different roofing materials and roof geometry and updated the report in 2021 (Insurance Institute for Business & Home Safety, 2021).",climate,climate_resilience,neutral,med,moderate,0.90,climate_resilience|construction_climate_interaction,"[{""entity_type"": ""resilience_term"", ""entity_name"": ""vulnerability"", ""entity_variant"": ""concept"", ""role"": ""context""}, {""entity_type"": ""system"", ""entity_name"": ""roof"", ""entity_variant"": ""system"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,8,A Class A roof covering reduces this vulnerability.,climate,climate_resilience,neutral,med,weak,0.90,climate_resilience|construction_climate_interaction,"[{""entity_type"": ""resilience_term"", ""entity_name"": ""vulnerability"", ""entity_variant"": ""concept"", ""role"": ""context""}, {""entity_type"": ""system"", ""entity_name"": ""roof"", ""entity_variant"": ""system"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,10,"Vents Unless a home has been built with an unvented design, unconditioned areas (e.g., attic and crawl spaces) must be ventilated to avoid elevated moisture and temperature conditions.",climate,climate_resilience,negative,low,weak,0.90,climate_resilience|has_hazard,"[{""entity_type"": ""hazard"", ""entity_name"": ""moisture"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,10,"However, older and inadequately protected vents can provide a pathway for fire and specifically for wind- blown embers to enter the building (Caton et al., 2017; Manzello et al., 2007; Quarles, 2017; Quarles & Gorham, 2019).",climate,climate_resilience,negative,med,moderate,0.90,climate_resilience|has_hazard,"[{""entity_type"": ""hazard"", ""entity_name"": ""wind"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,11,"Vertical Ground Clearance Wind-blown objects, embers, and debris tend to accumulate at the base of a wall following a change in the wind flow (Manzello et al., 2011).",climate,climate_resilience,negative,med,moderate,0.90,climate_resilience|has_hazard|construction_climate_interaction,"[{""entity_type"": ""hazard"", ""entity_name"": ""wind"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}, {""entity_type"": ""system"", ""entity_name"": ""wall"", ""entity_variant"": ""system"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,12,"Full-scale experiments at IBHS (Quarles et al., 2023) and the Fire Research Wind Tunnel Facility in Japan demonstrated that accumulation of embers at the base of an exterior wall can ignite cladding wall is in contact with embers and debris (Manzello et al., 2011; Manzello et al., 2012a; Nazare et al., 2021; Suzuki & Manzello, 2017).",climate,climate_resilience,negative,med,moderate,0.90,climate_resilience|has_hazard|construction_climate_interaction,"[{""entity_type"": ""hazard"", ""entity_name"": ""wind"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}, {""entity_type"": ""system"", ""entity_name"": ""wall"", ""entity_variant"": ""system"", ""role"": ""context""}, {""entity_type"": ""system"", ""entity_name"": ""cladding"", ""entity_variant"": ""system"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,13,"vertical clearance was already required for combustible wood siding by the International Residential Code since 2000 for moisture degradation issues, IBHS began recommending a 6-in.",climate,climate_resilience,negative,med,moderate,0.90,climate_resilience|has_hazard|construction_climate_interaction,"[{""entity_type"": ""hazard"", ""entity_name"": ""moisture"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}, {""entity_type"": ""material"", ""entity_name"": ""wood"", ""entity_variant"": ""material"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,14,al (2018) exposed the cladding of a full-scale building to an 80 kW gas burner for 15 min and monitored the temperature on the wall when the test building was oriented at different angles to the wind.,climate,climate_resilience,negative,high,strong,0.90,climate_resilience|has_hazard|construction_climate_interaction,"[{""entity_type"": ""hazard"", ""entity_name"": ""wind"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}, {""entity_type"": ""system"", ""entity_name"": ""wall"", ""entity_variant"": ""system"", ""role"": ""context""}, {""entity_type"": ""system"", ""entity_name"": ""cladding"", ""entity_variant"": ""system"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,19,"The spread rate is influenced by slope, building size, distance between buildings, and wind direction and intensity (Cohen, 1995; Yuan et al., 2022).",climate,climate_resilience,negative,med,moderate,0.90,climate_resilience|has_hazard,"[{""entity_type"": ""hazard"", ""entity_name"": ""wind"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,20,Note that none of the experiments mentioned above incorporate the effects of wind on building-to- building fire spread.,climate,climate_resilience,negative,low,weak,0.90,climate_resilience|has_hazard,"[{""entity_type"": ""hazard"", ""entity_name"": ""wind"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,20,"To fill this gap, IBHS committed to studying wind-driven building-to-building fire spread and the first phase of the project—fire spread from approximately 300-sq-ft outbuildings—is currently under investigation.",climate,climate_resilience,negative,med,strong,0.90,climate_resilience|has_hazard,"[{""entity_type"": ""hazard"", ""entity_name"": ""wind"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,21,Photographs of a wind-driven building-to-building fire spread experiment at the IBHS Research Center showing (a) a burning woodshed positioned 30 ft from the main building and (b) a burning metal shed positioned 10 ft from the main building.,climate,climate_resilience,negative,med,strong,0.90,climate_resilience|has_hazard,"[{""entity_type"": ""hazard"", ""entity_name"": ""wind"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,23,Maranghides and Johnsson (2008) reported that flames jetting out of a window ignited a mock wall assembly 6 ft away—the minimum home separation distance required by some building codes—in 80 sec; these tests were performed with no wind.,climate,climate_resilience,negative,high,strong,0.90,climate_resilience|has_hazard|construction_climate_interaction,"[{""entity_type"": ""hazard"", ""entity_name"": ""wind"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}, {""entity_type"": ""system"", ""entity_name"": ""wall"", ""entity_variant"": ""system"", ""role"": ""context""}, {""entity_type"": ""system"", ""entity_name"": ""window"", ""entity_variant"": ""system"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,24,"IBHS post-fire investigations show: (a) fire penetration through combustible cladding and vertical flame spread during the Glass Fire (2020) in Napa and Sonoma Counties, California, likely from a burning vehicle; (b) radiant heat damage from surrounding fires (located more than 50 ft away) damaged the vinyl siding, also during the Glass Fire (2020); (c) T1-11 siding ignited due to fire from surrounding vegetation, likely suppressed by first responders during the Camp Fire (2018) in Butte County, California; (d) fire penetration through combustible cladding during the Waldo Canyon Fire (2012) in El Paso County, Colorado (Maranghides et al., 2015); and (e) in the laboratory, the siding of the building ignited during IBHS’s full-scale wind- driven building-to-building fire spread tests.",climate,climate_resilience,negative,high,strong,0.90,climate_resilience|has_hazard|construction_climate_interaction,"[{""entity_type"": ""hazard"", ""entity_name"": ""wind"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}, {""entity_type"": ""material"", ""entity_name"": ""glass"", ""entity_variant"": ""material"", ""role"": ""context""}, {""entity_type"": ""system"", ""entity_name"": ""cladding"", ""entity_variant"": ""system"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,25,"Vulnerability of windows: (a) glazing collapsed in Neos Voutzas-Mati, Greece (2018) due to the combustion of a pine tree (Peñaloza et al., 2021), used with permission; (b) windows damaged by radiation from a burning fence about 10 ft away during the Glass Fire (2020) in Napa and Sonoma Counties, California, where the arrow indicates the direction of radiation; (c) the outer tempered pane of a window fell out during an IBHS full-scale test; (d) window damage following the Grass Valley Fire (2006) in San Bernardino County, California, due to a burning building about 40 ft away, documented by Stephen L.",climate,climate_resilience,neutral,med,strong,0.90,climate_resilience|construction_climate_interaction,"[{""entity_type"": ""resilience_term"", ""entity_name"": ""vulnerability"", ""entity_variant"": ""concept"", ""role"": ""context""}, {""entity_type"": ""material"", ""entity_name"": ""glass"", ""entity_variant"": ""material"", ""role"": ""context""}, {""entity_type"": ""system"", ""entity_name"": ""window"", ""entity_variant"": ""system"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,26,"IBHS’s recent findings show that the tempered outer pane of a double-paned window fails after about 10 min of exposure to the heat of a burning shed 30 ft away, and therefore it is necessary to have both panes tempered.",climate,climate_resilience,neutral,med,strong,0.90,climate_resilience|construction_climate_interaction,"[{""entity_type"": ""resilience_term"", ""entity_name"": ""exposure"", ""entity_variant"": ""concept"", ""role"": ""context""}, {""entity_type"": ""system"", ""entity_name"": ""window"", ""entity_variant"": ""system"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,27,"However, wind-blown embers may still accumulate at the base of a door or penetrate small openings around the door and ignite the door jamb.",climate,climate_resilience,negative,med,weak,0.90,climate_resilience|has_hazard|construction_climate_interaction,"[{""entity_type"": ""hazard"", ""entity_name"": ""wind"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}, {""entity_type"": ""system"", ""entity_name"": ""door"", ""entity_variant"": ""system"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,29,"Fire Hazard Reduction Around Buildings and Structures, Title 14, 1299.03, (2018).",climate,climate_resilience,neutral,low,moderate,0.90,climate_resilience,"[{""entity_type"": ""resilience_term"", ""entity_name"": ""hazard"", ""entity_variant"": ""concept"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,29,Materials and Construction Methods for Exterior Wildfire Exposure.,climate,climate_resilience,negative,med,weak,0.90,climate_resilience|has_hazard,"[{""entity_type"": ""hazard"", ""entity_name"": ""wildfire"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}, {""entity_type"": ""resilience_term"", ""entity_name"": ""exposure"", ""entity_variant"": ""concept"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,29,Review of pathways for building fire spread in the wildland urban interface part I: exposure conditions.,climate,climate_resilience,neutral,low,weak,0.90,climate_resilience,"[{""entity_type"": ""resilience_term"", ""entity_name"": ""exposure"", ""entity_variant"": ""concept"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,30,"Relationships between building features and wildfire damage in California, USA and Pedrógão Grande, Portugal.",climate,climate_resilience,negative,low,weak,0.90,climate_resilience|has_hazard,"[{""entity_type"": ""hazard"", ""entity_name"": ""wildfire"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,30,Home builder’s guide to construction wildfire zones.,climate,climate_resilience,negative,low,weak,0.90,climate_resilience|has_hazard,"[{""entity_type"": ""hazard"", ""entity_name"": ""wildfire"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,30,A review of pathways for building fire spread in the wildland urban interface part II: response of components and systems and mitigation strategies in the United States.,climate,climate_resilience,neutral,low,weak,0.90,climate_resilience,"[{""entity_type"": ""resilience_term"", ""entity_name"": ""mitigation"", ""entity_variant"": ""concept"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,31,Guidance on Design and Construction of the Built Environment Against Wildland Urban Interface Fire Hazard: A Review.,climate,climate_resilience,neutral,low,weak,0.90,climate_resilience,"[{""entity_type"": ""resilience_term"", ""entity_name"": ""hazard"", ""entity_variant"": ""concept"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,31,Full-Scale Experimental Investigation to Quantify Building Component Ignition Vulnerability from Mulch Beds Attacked by Firebrand Showers.,climate,climate_resilience,neutral,low,weak,0.90,climate_resilience,"[{""entity_type"": ""resilience_term"", ""entity_name"": ""vulnerability"", ""entity_variant"": ""concept"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,33,Fire exposure to exterior walls and flame spread on combustible cladding.,climate,climate_resilience,neutral,med,weak,0.90,climate_resilience|construction_climate_interaction,"[{""entity_type"": ""resilience_term"", ""entity_name"": ""exposure"", ""entity_variant"": ""concept"", ""role"": ""context""}, {""entity_type"": ""system"", ""entity_name"": ""cladding"", ""entity_variant"": ""system"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,33,A resilience engineering-based framework for assessing safety performance measurement systems: A study in the construction industry.,climate,climate_resilience,neutral,low,weak,0.90,climate_resilience,"[{""entity_type"": ""resilience_term"", ""entity_name"": ""resilience"", ""entity_variant"": ""concept"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,33,Home survival in wildfire-prone areas: building materials and design considerations.,climate,climate_resilience,negative,low,weak,0.90,climate_resilience|has_hazard,"[{""entity_type"": ""hazard"", ""entity_name"": ""wildfire"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,34,The importance of building construction materials relative to other factors affecting structure survival during wildfire.,climate,climate_resilience,negative,med,weak,0.90,climate_resilience|has_hazard|construction_climate_interaction,"[{""entity_type"": ""hazard"", ""entity_name"": ""wildfire"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}, {""entity_type"": ""system"", ""entity_name"": ""structure"", ""entity_variant"": ""system"", ""role"": ""context""}]"
34444b25e66fd1189b4ff2101056ae6352ab55760bd9fe763d86bce8e3a7abdf.pdf,34,"Evaluating the fire risk associated with cladding panels: An overview of fire incidents, policies, and future perspective in fire standards.",climate,climate_resilience,neutral,med,weak,0.90,climate_resilience|construction_climate_interaction,"[{""entity_type"": ""resilience_term"", ""entity_name"": ""risk"", ""entity_variant"": ""concept"", ""role"": ""context""}, {""entity_type"": ""system"", ""entity_name"": ""cladding"", ""entity_variant"": ""system"", ""role"": ""context""}]"
37c6db8aeb8d31251a682f10c55a223a.pdf,10,hibit structural similarity to the ground truth in terms of The workflow for this simulated adaptation is as follows: action distribution and transition probabilities?,climate,climate_resilience,neutral,low,moderate,0.90,climate_resilience,"[{""entity_type"": ""resilience_term"", ""entity_name"": ""adaptation"", ""entity_variant"": ""concept"", ""role"": ""context""}]"
82786849a63aacf9054a5a9564a484d0.pdf,23,"Notably, no significant structural distortion or lattice collapse is observed in either monolayer, underscoring their resilience at ambient conditions.",climate,climate_resilience,neutral,low,weak,0.90,climate_resilience,"[{""entity_type"": ""resilience_term"", ""entity_name"": ""resilience"", ""entity_variant"": ""concept"", ""role"": ""context""}]"
9d4253e03cd3e5037aae276003c554a57b6d38edc16bde989426da0766c910a0.pdf,5,This physiological window permits experimental exposure of breast cancer cell models to culture temperatures that mirror in vivo tissue environments outside the body core.,climate,climate_resilience,neutral,med,weak,0.90,climate_resilience|construction_climate_interaction,"[{""entity_type"": ""resilience_term"", ""entity_name"": ""exposure"", ""entity_variant"": ""concept"", ""role"": ""context""}, {""entity_type"": ""system"", ""entity_name"": ""window"", ""entity_variant"": ""system"", ""role"": ""context""}]"
buildin_physics_heat_air_leseprobe.pdf,1,"ABOUT THE BOOK Hugo Hens Bad experiences with construction quality the energy This book deals with heat air and moisture transport in Building Physics – crises of 1973 and 1979, complaints about „sick build- building parts or assemblies and whole buildings with ings“, thermal acoustical, visual and olfactory discom- emphasis on the building engineering applications.",climate,climate_resilience,negative,med,moderate,0.90,climate_resilience|has_hazard,"[{""entity_type"": ""hazard"", ""entity_name"": ""moisture"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}]"
buildin_physics_heat_air_leseprobe.pdf,1,"fort the need for good air quality the move towards en- Compared to the third edition this fourth edition has Heat, Air and Moisture ergy efficiency decarbonization and sustainability – all been expanded in chapter 1 to include the physical de- these have accelerated the development of a discipline termination of the thermal conductivity of materials to- that for a long time was hardly more than an academic gether with an in-depth discussion of all the effects of exercise: building physics.",climate,climate_resilience,negative,med,moderate,0.90,climate_resilience|has_hazard,"[{""entity_type"": ""hazard"", ""entity_name"": ""moisture"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}]"
buildin_physics_heat_air_leseprobe.pdf,1,"In chapter 2, additional infor- mains such as heat and mass transfer building acoustics mation has been added on wind pressure and the evalua- combines theory with typical lighting, indoor environmental quality energy efficiency tion of condensation inside the building com-ponents building engineering practice and, in some countries fire safety.",climate,climate_resilience,negative,med,moderate,0.90,climate_resilience|has_hazard,"[{""entity_type"": ""hazard"", ""entity_name"": ""wind"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}]"
buildin_physics_heat_air_leseprobe.pdf,1,"Building Physics – Heat, Air and Moisture Fundamentals, Engineering Methods, Material Properties With Exercises Fourth Edition ORDER Quantity ISBN / Order-No.",climate,climate_resilience,negative,low,weak,0.90,climate_resilience|has_hazard,"[{""entity_type"": ""hazard"", ""entity_name"": ""moisture"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}]"
buildin_physics_heat_air_leseprobe.pdf,1,"384 pages · 978-3-433-03422-4 Building Physics – Heat, Air and Moisture […] approx.",climate,climate_resilience,negative,med,moderate,0.90,climate_resilience|has_hazard,"[{""entity_type"": ""hazard"", ""entity_name"": ""moisture"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}]"
buildin_physics_heat_air_leseprobe.pdf,1,"18 tables 978-3-433-03429-3 Building Physics – Heat, Air and Moisture […] (Print + ePDF) approx.",climate,climate_resilience,negative,med,moderate,0.90,climate_resilience|has_hazard,"[{""entity_type"": ""hazard"", ""entity_name"": ""moisture"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}]"
buildin_physics_heat_air_leseprobe.pdf,9,"The second chapter treats mass transport, with air, water vapour and moisture as the main topics.Alsohere,attentiongoestotheconceptsandapplicationsrelatedtowhole buildings and building parts.",climate,climate_resilience,negative,low,weak,0.90,climate_resilience|has_hazard,"[{""entity_type"": ""hazard"", ""entity_name"": ""moisture"", ""entity_variant"": ""hazard"", ""role"": ""exposure""}]"
