event_id,event_type,stage,confidence_original,evidence_snippet,construction_research_v1_score,science_research_v1_score
045cb93a7c3f2fc0d1719513d9c17f78ca8f4cea530a2f6eea7eeb869446c291,method_evaluation,unknown,med,"In the beam and induces fluorescence proportional to the num- example shown, the temperature is 800±200 µK at a ber of atoms passing through the probe region.",+0.0,+0.0
01d4ec76bf5324183439ab72dd00cc08e5ef20223366fcd4450bb79f2d90d3df,manufacturing_constraint,unknown,med,"E-mail: martin.gurka@leibniz-ivw.de Keywords: shapememoryalloyhybridcomposite,4Dprinting,shapemorphing,additivemanufacturing Abstract Stereolithography (SLA) and Tailored Fiber Placement (TFP) were co...",+4.8,+0.0
2655273c0c3d74b58083b1928489b9fe89a5f5da7cc9f72eaf82badd82c75569,manufacturing_constraint,unknown,med,"The presented approach establishes a fully additive manufacturing route for SMAHCs, enabling the realization of structurally integrated, morphing composite systems with programmable mechanical propert...",+10.2,+0.0
9878462044a784c0941453fdbef767d6ff6042feb827f50dd44578d9799e4d67,regulatory_risk,unknown,med,"SLA was chosen to overcome the drawbacks of hot extrusion- or solvent-based approaches, as it enables fabrication at room temperature, the use of flexible photopolymers, and the integration of fiber r...",+6.8,+0.0
0794e67e81b9c97e43a6ed28c9c6a2d7d89e7921f5d18ddce87ef91e3e64dfc1,manufacturing_constraint,unknown,med,"Bycombiningstereolithography with embedded SMA-reinforced glass-fiber layers, the presented method enables the realization of SMAHCstructureswithtailoredtoplayergeometriesproducedinasingle,fullyintegr...",+1.6,+0.0
9ca4b2c80fb28a577f640746efad8a697866a56a7940b780c91738c35e1ac49e,manufacturing_constraint,unknown,med,"Beyondlinearstiffnesstuning,theadditiveprocess also permits the fabrication of architected materials and metamaterials, including auxetic or lattice- based structures, which can shape the deformation ...",+4.5,+0.0
a7ce2dd09601f12076626e00714b2b939f6ab87f851daba9dfd620ea11bfc0a2,method_evaluation,unknown,med,"idation, Visualization, Writing - original draft, Writ- ing - review and editing; Hristina Popova: Data cura- [3] WuY.-Z.,LiuB.,LiZ.-H.,TaoT.,XieZ.-L.,Xiu tion,Formalanalysis,Investigation,Validation,...",+0.0,+0.0
0ba2ad85786ac24c2be1a36e3c31b9feebc02ac22560b46f3a15841bea57d742,manufacturing_constraint,unknown,med,"In independent vector magnetic field manipulating process with varying B ', the stripe domains (step ④) exhibit distinct ordering as B ' increases, ∥ ∥ with stripes aligning in the same direction, ben...",+0.0,+0.0
0c381ff7184eaf55a2805f476499910c52dc6d87b0b8862ac62a8167008caa5a,decision_point,unknown,med,"The ∥ understanding of B * dependent phenomena begins with the Bloch-type domain wall ∥ in Fe GaTe bulk, confirmed by the mutually perpendicular relationship between the 3 2 stripes domains and B ' (s...",+0.0,+0.0
b1ecf4b238b965165f11d4a43d687dfcafdba6b415646d2fcab8a852461ee621,decision_point,unknown,med,"Furthermore, micromagnetic simulations confirmed the Bloch-type nature of skyrmions in STA, consistent with the Bloch-type domain wall behavior observed in stripe domains [Figs.",+0.0,+0.0
eaadc2c7ed8252d55da0533494cd0f3c38984ce8329c59862da317e86983a87d,manufacturing_constraint,unknown,med,"Marvig, Toulouse, 31055, France e School of Materials Science and Engineering, Beijing Institute of Technology, Beijing, 100084, China * Corresponding authors: Shigenobu Ogata, Email address: ogata@me...",+8.2,+3.0
3ab40a86309ba94e32a710277428f01518c5c3dd68da11f607b6a1c5728c0339,decision_point,unknown,med,"This relation reveals that the integral of the extinction cross-section is fundamentally locked by the scatterer’s static effective mass and stiffness, which is validated numerically using seminal exa...",+1.5,-3.0
2e3d206770da3779568a0d87c84694052d26f7a0956c22dd760002d8fff9ca73,decision_point,unknown,med,"S3 and S4), in Fig. (3d), we confirmed superior sound insulation performance of Fano resonator with optimal scat- tering condition [Eq.",+6.5,+0.0
7f8ed318fac59deb982a0638aa927f060b943f9662d04cd95f59ee0e5c65b544,regulatory_risk,unknown,med,"Mechanistically, our data link the age-dependent structural instability to the decline of two key regulatory factors, precise protein folding and stoichiometric supply of its constituent subunits (Fig...",+6.8,+0.0
f57d5fa5d5339653c2d8aed5906eaa6eead3b75ce56bf7a6da0d0cc158c1c232,efficacy_result,unknown,med,"Notably, no significant structural distortion or lattice collapse is observed in either monolayer, underscoring their resilience at ambient conditions.",+6.8,+0.0
cf6c0e0a6c7ee116a8e83b164d53c1005424907eafac58d193080dbcb6bb76ac,method_evaluation,unknown,med,"Speck, “Carbon doping of GaN with CBr4 in radio-frequency plasma- assisted molecular beam epitaxy,” J.",+0.0,+0.0
c288dc57d7471b15d85ef73d432cdb88a39faf0d43094dbb745042b00cf729cd,manufacturing_constraint,unknown,med,Main Ferroelectric random-access memory (FeRAM) based on HfO₂ has emerged as a promising nonvolatile technology for fast and energy-efficient embedded memory applications.1-3 While the FeRAM crosspoin...,+0.0,+0.0
e8fba18714d96b8594a45de36f4a7f3dd8552620c9589be41178f761f83efe7d,manufacturing_constraint,unknown,med,"Although the laser beam spot size is close to the diffraction limit ( µm), the resulting trench width and machining depth expand to approximately 10 µm and 6.4 µm, respectively, indicating that the ch...",+0.0,+0.0
7044aa90023fc23736653c22c88b834a4204fcfbba05b949501cfc4d3d53e873,manufacturing_constraint,unknown,med,Magnitude Description Q Heat flux [W] G Conductance [W/K] θ Thermal difference with respect to the bath temperature [K] R Resistance (electrical) [Ω] R Resistance (thermal) [K/W] P Applied power (diss...,+3.8,+0.0
dd8d0c23316a442a39ad8c5082f03e381646421752003226fb7ac8ef1ed372ae,decision_point,unknown,med,"The films are then transferred to 2-terminal microcalorimeter devices.11,12 Subsequently, using a focused laser beam as an additional thermal probe, we extend the use of the three- probe method–origin...",+0.0,+0.0
b0c1207433eec3c39496e69c1c7d53159f148dc956d440aeb4d902b6e2d97d6f,decision_point,unknown,med,"Moreover, based on finite element analysis, the thermal conductivity measurements on 2D membranes using a three-probe method with a laser source were confirmed to be accurate for samples with an aspec...",+2.5,+0.0
07f656cf019f08794476e6b4c722c4b700f5fb08ba05fbf466fc9947c8ab7cd0,method_evaluation,unknown,med,"249 250 Gas1 remains anchored to the plasma membrane, whereas Cwp2 is transferred and 251 linked to the cell wall (van der Vaart et al., 1995).",+0.0,+0.0
93f77502f8ef7293e968dee4893653c38fc4b2d709c2b795ced29438acd00856,method_evaluation,unknown,med,253 Cwp2-VENUS may be transported from the Golgi apparatus or plasma membrane to the 254 vacuole before being incorporated into the cell wall.,+0.0,+0.0
624b348b1bfa851531533ac19d0a49e3afb622eb1d2a16d9a4ae6dc948ffb71f,method_evaluation,unknown,med,LocalPhaseIdentification+CrystallographicMapping Electron microscopy was performed on a Tescan AMBER-X plasma focused ion beam-scanning electron microscope(pFIB-SEM).Alldatawascapturedusinga10nAbeamcu...,+3.6,+0.0
4f35f7094290a853c353377e7e943b47c8ba728f6afe68135d97d8ff42ca0d81,decision_point,unknown,med,"A total of 33 planes were acquired at a plane interval (z′) of 1.12 μm by sparse volumetric sampling and subsequently reconstructed to 97 planes using the deep-learning framework, yielding a field of ...",+1.8,+0.0
32a8e342b59c5a63c9162c888a6c0fa7333719ac23d01f8b205f8c3fa88db729,manufacturing_constraint,unknown,med,"This 1 2 3 neurodynamical–geometric constraint fusion, composite objective function jointly optimizes and conditional diffusion-based generation—the the generation process across four dimensions— fram...",+3.4,+0.0
9e50c8fca0727ef48bb2c4fa8e1bdcafd53bc047ac0c72c438a1300303a40df8,method_evaluation,unknown,med,We photobleached TBB-4::eGFP in cilia with a cropped 491 nm laser beam at maximum power (~10 W/mm2) for 5 minutes and then monitored fluorescence recovery using low-power excitation (~0.25 W/mm2) and ...,+0.0,+0.0
2e5a131f5b0e03757485ef2ce622f8809392a7d23bc472953a1eafb95d347aa6,toxicity_flag,unknown,med,"Hallmarks include enlarged, flattened cell 61 morphology, senescence-associated β-galactosidase (SA-β-Gal) activity, formation of DNA 62 damage foci, and a pro-inflammatory secretory profile (SASP).2,...",+0.0,+0.0
3125d481c9334b1804368e4f6ae0a1e176539a1f7f0e77451b9b2c52fce274e1,manufacturing_constraint,unknown,med,The bottom metal 2 5 electrodes consisted of a 25 nm Cr adhesion layer and a 40 nm Pt layer that were e-beam evaporated and patterned using a standard photolithographic lift-off process.,+0.0,+0.0
6306a3f8d83ae78a1529edc7df0d9a339b379a637580436d1b1f07f779f242d9,regulatory_risk,unknown,med,"For example, they could play regulatory roles by binding the microtubule lattice, or 341 the microtubules of the centriole wall.",+0.0,+0.0
1ca020d4c396048126b73806bd5891e2dfd6b8e78da27bb25568284baa9e27a3,decision_point,unknown,med,"In inorganic materials, A-Lab integrates ab initio phase-stability screening, literature-trained natural- language models that propose solid-state synthesis recipes, robotic execution, and ML analysis...",+0.0,+0.0
838d21f27c3e05405f119d192eeacc4066d2fe82c377365d20adc84689b70fe1,degradation_event,unknown,med,"Green hydrogen production presents a materials grand challenge due to the need for advanced materials that can facilitate efficient and sustainable hydrogen generation.93,94 One promising method, elec...",+1.8,-3.0
c4db56271df558d6948891ba40af720fa756d76923e034409c32f59573f95726,method_evaluation,unknown,med,Atmospheric Pressure Plasma Jet Synthesis and Characterization of Copper-Silver Bimetallic Materials as Electrocatalysts for CO Reduction.,+0.0,+0.0
cca6b6b584afc4d928ab0244c69825217429a41befc750426270ec398b0bcd2a,decision_point,unknown,med,"This pretrained foundation is subsequently fine-tuned on multiple ICI-treated cohorts using linear or partial fine-tuning strategies, aiming to enhance cross-cohort transferability.",+0.0,+0.0
