event_id,research_domain,event_type,study_stage,biological_system,application_area,outcome,failure_reason,decision_taken,decision_driver,evidence_snippet,evidence_strength,confidence,source_id,doc_id,chunk_id,page_number,created_at
0a5b6bc6094c7345,construction_science,toxicity_flag,unknown,,,unknown,toxicity_flag,unknown,,acid or histone deacetylase inhibitors with little A deeper understanding of the molecular toxicity.,moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,56ba68f4fd275521,6,2026-02-01T10:27:38Z
887d163c8a32930c,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,The results of these clinical trials are eagerly vivo platelet production for clinical applications.,moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,56ba68f4fd275521,6,2026-02-01T10:27:38Z
9b849bac0a2701b0,construction_science,regulatory_risk,unknown,,,unknown,regulatory,unknown,,"One BMP2 can spontaneously induce chondrogenic promising approach targeting chromatin regulatory differentiation, osteogenic differentiation and proteins is inhibition of lysine specific demethylase-1 endochondral bone formation within the same system.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,56ba68f4fd275521,6,2026-02-01T10:27:38Z
b28cc337cf1f183e,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,"Areas addressed here include the biology of LSD1, pharmacologic inhibitors, and preclinical data Hofer, T., M.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,56ba68f4fd275521,6,2026-02-01T10:27:38Z
1172a6eec2f9094a,construction_science,decision_point,in_vivo,,,unknown,unknown,escalated,,"""Stem-cell dynamics and supporting the rationale for LSD1 inhibition in AML lineage topology from in vivo fate mapping in the therapy.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,56ba68f4fd275521,6,2026-02-01T10:27:38Z
412b9582fd3ae0e6,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,Preclinical studies have revealed that 10.1016/j.copbio.2016.04.001.,moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,56ba68f4fd275521,6,2026-02-01T10:27:38Z
809f7e7e35b6539e,construction_science,manufacturing_constraint,in_vitro,,,unknown,scalability,unknown,,"Stem Cell 2016;7(1) http://www.sciencepub.net/stem In recent years, sophisticated fate-mapping mineralization but not osteogenic differentiation are tools have been developed to study the behavior of strongly affected by extracellular pH."" Bioprocess stem cells in the intact organism.",strong,med,7aadd79d7ac741fd,f6515c1829e2787b,6cb189ff5b4d40b7,7,2026-02-01T10:27:38Z
a680ac5b1b6f6643,construction_science,manufacturing_constraint,unknown,,,unknown,scalability,unknown,,approaches are beginning to yield a quantitative Osteomyelitis is a serious complication in picture of how cell numbers are regulated during oral and maxillofacial surgery affecting bone healing.,moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,6cb189ff5b4d40b7,7,2026-02-01T10:27:38Z
7735a5db81caa14b,construction_science,decision_point,in_vivo,,,unknown,unknown,escalated,,OBJECTIVE: To determine the pathways in vivo.,moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,6cb189ff5b4d40b7,7,2026-02-01T10:27:38Z
583d21c8fc9c2011,construction_science,decision_point,unknown,,,unknown,unknown,paused,,"CONCLUSION: pH affected MSCs identified several candidate signalling pathways, self-renewal and mineralization without influencing however, it remains unclear as to what extent these osteogenic differentiation.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,6cb189ff5b4d40b7,7,2026-02-01T10:27:38Z
4e0ae890f679ea3e,construction_science,manufacturing_constraint,unknown,,,unknown,scalability,unknown,,"Although numerous growth factors used HDMAs to combinatorially screen Wnt, and cytokines are known to regulate this process, Hedgehog, IGF and FGF pathway agonists.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,6cb189ff5b4d40b7,7,2026-02-01T10:27:38Z
9df9ab3f5e08b391,construction_science,efficacy_result,in_vivo,,,successful,scalability,unknown,,"To determine the proliferation, inducing cell cycle activity marked by significant factors involved in this process, we Ki67, and an increase in cardiomyocyte numbers performed a global analysis of differentially expressed compared to controls.",strong,med,7aadd79d7ac741fd,f6515c1829e2787b,6cb189ff5b4d40b7,7,2026-02-01T10:27:38Z
8766257151b2a89f,construction_science,decision_point,in_vivo,cells,,unknown,unknown,escalated,,mechanical regulation of MSC proliferation and BACKGROUND/AIMS: Mobilization of differentiation into osteoblastic cell lineage in vivo.,moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,a2990e4137ae5030,8,2026-02-01T10:27:38Z
4bf4f277fb055601,construction_science,other,unknown,,,unknown,reproducibility,unknown,,"""Anterior pituitary reproducible, effective methods of mesenchymal stem influence on adipokine expression and secretion by cell (MSC) mobilization.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,a2990e4137ae5030,8,2026-02-01T10:27:38Z
77b7b9681efb0308,construction_science,method_evaluation,unknown,,,unknown,unknown,unknown,,growth hormone releasing hormone at 10-8 M was added at the start of the incubation times (4 or 12 h).,moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,a2990e4137ae5030,8,2026-02-01T10:27:38Z
5aae48c2714f25b3,construction_science,method_evaluation,unknown,,,unknown,unknown,unknown,,2016 coincubation with anterior pituitary positively Apr;48(2):87-94.,moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,a2990e4137ae5030,8,2026-02-01T10:27:38Z
9083e64b051d799f,construction_science,decision_point,in_vivo,,,unknown,unknown,escalated,,"Long term co-cultures of breast from hospitals in Shiraz, Iran, cultured in the presence cancer cells, HSPCs, MSCs and the in vivo studies in of basic-fibroblast growth factor and amniotic NSG mice showed a reduced support for HSPCs in the membrane extracts (from pooled - samples), and altered niche.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,9bfdb7ab51623059,9,2026-02-01T10:27:39Z
8f683eacda37f606,construction_science,decision_point,clinical,,,unknown,unknown,escalated,,The expression of stem cell's specific stroma as clinical targets.,moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,9bfdb7ab51623059,9,2026-02-01T10:27:39Z
b490fd6169b57fe6,construction_science,decision_point,in_vivo,,,unknown,unknown,modified,,"CONCLUSION: The syndrome (AD-HIES) is included among primary amniotic membrane extract administration accelerated immunodeficiencies, and results from heterozygous cell proliferation and modified the CD marker mutations in the signal transduction and activator of characteristics which may be due to the induction of transcription 3 (STAT3) gene.",weak,med,7aadd79d7ac741fd,f6515c1829e2787b,9bfdb7ab51623059,9,2026-02-01T10:27:39Z
e5ac416507329059,construction_science,decision_point,in_vitro,,,unknown,unknown,escalated,,"interference in the bone marrow microenvironment by This study aims to evaluate the long-term clinical and disseminated breast cancer cells."" Mol Cell Biol.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,9bfdb7ab51623059,9,2026-02-01T10:27:39Z
10bc111202ef0cc0,construction_science,method_evaluation,in_vitro,serum/plasma,,unknown,unknown,unknown,,"However, the interaction production and their serum IgE levels decreased after between disseminated breast cancer cells and the bone HSCT.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,9bfdb7ab51623059,9,2026-02-01T10:27:39Z
f5cee84adfafb5a9,construction_science,decision_point,in_vivo,,,unknown,unknown,escalated,,"organotypic models as well as in vivo xenotransplant CONCLUSIONS: Although the dysfunction of models, we define the consequences of this interaction STAT3 in non-hematological tissues such as the lungs on the stromal compartment of bone marrow, affected could not be corrected by HSCT, AD-HIES patients molecular pathways and subsequent effects on the with risk factors for pulmonary complications may hematopoietic stem and progenitor cells (HSPCs).",weak,med,7aadd79d7ac741fd,f6515c1829e2787b,9bfdb7ab51623059,9,2026-02-01T10:27:39Z
7afc747f944e30ac,construction_science,manufacturing_constraint,in_vitro,,,unknown,scalability,unknown,,"To evaluate the effect of differentiated lymphoid and myeloid cells are EB size, four similar conditions were designed with accomplished by a network of regulatory processes.",moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,6abfc60ce9574b85,10,2026-02-01T10:27:39Z
6e1cc25c83f433f8,construction_science,regulatory_risk,in_vitro,,,unknown,regulatory,unknown,,"Therefore, our differentiation, the positive response to osteogenic findings suggest that Esg may play a conserved and differentiation factors was observed and characterized pivotal regulatory role in adult stem cells, controlling by deposition of calcium in the extracellular matrix both their maintenance and terminal differentiation.",weak,med,7aadd79d7ac741fd,f6515c1829e2787b,6abfc60ce9574b85,10,2026-02-01T10:27:39Z
faafb8149377c025,construction_science,regulatory_risk,unknown,,,unknown,regulatory,unknown,,Electron Here we propose that this dual regulatory role is due microscopy analysis revealed that undifferentiated to simultaneous control by Esg of overlapping genetic ASCs had a rough endoplasmic reticulum with dilated programs and discuss the exciting challenges and cisterns and elongated mitochondria.,moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,6abfc60ce9574b85,10,2026-02-01T10:27:39Z
3f7bac3dcb3adda7,construction_science,toxicity_flag,unknown,,,unknown,toxicity_flag,unknown,,"Zeste Homolog 2 (EZH2) is the catalytic subunit of Genipin is a fully assessed non-cytotoxic Polycomb repressive complex 2, which induces crosslinking compound.",moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,85d2d0c10d522014,11,2026-02-01T10:27:39Z
11693969b3a3f68e,construction_science,decision_point,in_vivo,,,unknown,unknown,escalated,,"""miR-128 interface in vivo.",moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,25db78d3042690d9,12,2026-02-01T10:27:40Z
eca0f7e62a1e98f2,construction_science,decision_point,clinical,,,improved,unknown,escalated,,"pii: S0065- pylori, leads to sharply improved clinical results.",moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,25db78d3042690d9,12,2026-02-01T10:27:40Z
ef691a3fa022c2bb,construction_science,efficacy_result,in_vitro,,,successful,unknown,paused,,"bioactive scaffold sensitive to environmental stimuli Human hair follicle mesenchymal stem cells provides an alternative approach for inducing adipose (hHFMSCs) are an important source of cardiovascular stem cell chondrogenesis: the expression of specific tissue engineering for their differentiation potential genes, the accumulation of cartilage-related into smooth muscle cells (SMCs), yet the molecular macromolecules and the mechanical properties are pathways underlying such fate determination ",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,25db78d3042690d9,12,2026-02-01T10:27:40Z
06c7e9b54ae27140,construction_science,method_evaluation,unknown,serum/plasma,,unknown,unknown,unknown,,"Since GFI1 regulates myeloid morphometry, immunohistostaining, data from in situ development, we examined the role of GFI136N on hybridization, and by measurement of blood serum MDS disease course.",moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,25db78d3042690d9,12,2026-02-01T10:27:40Z
7567ba850d806027,construction_science,decision_point,unknown,,,successful,unknown,paused,,"However, it is unclear clinic-pathological factors were not significant.",strong,low,7aadd79d7ac741fd,f6515c1829e2787b,4637ad86754c7a71,13,2026-02-01T10:27:40Z
0142adb76fb6312d,construction_science,manufacturing_constraint,in_vitro,,,unknown,scalability,unknown,,"Here, we succeeded in selectively RNA Processing Factors in Poorly Differentiated differentiating early and late APS cells from human Lung Cancer Cells."" Clin Cancer Res.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,4637ad86754c7a71,13,2026-02-01T10:27:40Z
8317a51c8fec20fb,construction_science,decision_point,in_vivo,,,unknown,unknown,escalated,,"We also Intratumoral heterogeneity in non-small cell established novel differentiation systems from hiPSCs lung cancer (NSCLC) has been appreciated at the into three types of DE cells: anterior and posterior histological and cellular levels, but the association of domains of anterior DE cells through early APS cells less differentiated pathology with poor clinical and posterior DE cells through late APS cells.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,4637ad86754c7a71,13,2026-02-01T10:27:40Z
9b572e4257074858,construction_science,method_evaluation,in_vivo,serum/plasma,,unknown,unknown,unknown,,We generated primary serum-free cultures of potency and suggest a method to evaluate the quality NSCLC and then exposed them to conditions known of endodermal cell induction from hPSCs.,weak,low,7aadd79d7ac741fd,f6515c1829e2787b,4637ad86754c7a71,13,2026-02-01T10:27:40Z
b8fcf46be2a1901d,construction_science,method_evaluation,unknown,serum/plasma,,unknown,unknown,unknown,,to promote differentiation: the air-liquid interface (ALI) and serum.,moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,4637ad86754c7a71,13,2026-02-01T10:27:40Z
13e1d7ead2259b17,construction_science,manufacturing_constraint,in_vitro,,,unknown,scalability,escalated,,overexpression of RNA splicing and processing AIM: We aimed to study the expression of factors was a prominent feature of the poorly CD24 and CD133 in colorectal cancer and normal differentiated cells and was also observed in clinical adjacent tissues to assess a relationship between these datasets.,moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,4637ad86754c7a71,13,2026-02-01T10:27:40Z
565604393a26e638,construction_science,regulatory_risk,in_vivo,,,unknown,regulatory,unknown,,"The poorly differentiated two other influential types of gene network models: cells exhibited alternative splicing in many genes first, the combinatorial, hierarchical regulatory associated with tumor progression, as exemplified by systems that generate the orderly, synchronized the preferential expression of the short isoform of increases in complexity in most invertebrate embryos; telomeric repeat-binding factor 1 (TERF1), also second, the dueling 'master regulator' systems that are known as P",moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,4b2ebc2475f1f87e,14,2026-02-01T10:27:40Z
bda99392e0a0e578,construction_science,manufacturing_constraint,in_vitro,,,unknown,scalability,unknown,,The T-cell specification process shares provide novel insight into posttranscriptional certain features with each of these prevalent models mechanisms in poorly differentiated lung cancer cells.,moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,4b2ebc2475f1f87e,14,2026-02-01T10:27:40Z
58dd28002d228082,construction_science,regulatory_risk,unknown,,,unknown,regulatory,unknown,,"""Synthesis of dose-sensitive in its use of crucial regulatory factors.",moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,4b2ebc2475f1f87e,14,2026-02-01T10:27:40Z
5afbad580d7e6463,construction_science,decision_point,in_vivo,,,unknown,unknown,escalated,,activities long before any mutually exclusive silencing Improving the ex vivo and in vivo production occurs.,moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,4b2ebc2475f1f87e,14,2026-02-01T10:27:40Z
8cea5c0d1043ec04,construction_science,decision_point,in_vitro,,,improved,unknown,escalated,,"""The minimum expansion of human HSPCs and inhibits subsequent required level of donor chimerism in hereditary differentiation, leading to increased numbers of hemophagocytic lymphohistiocytosis."" Sci Transl clinically useful cells.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,4b2ebc2475f1f87e,14,2026-02-01T10:27:40Z
60f89d610ea7d4e4,construction_science,manufacturing_constraint,unknown,,,weak,scalability,unknown,,"However, The nuclear envelope protein lamin A is in the process of examining these effects, which encoded by thelamin A/C(LMNA) gene, which can occurs through a novel mechanism, the natural contain missense mutations that cause Emery-Dreifuss product was consumed, which limited additional muscular dystrophy (EDMD) (p.R453W).",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,4b2ebc2475f1f87e,14,2026-02-01T10:27:40Z
f6fb8e0f7204d435,construction_science,manufacturing_constraint,unknown,,,unknown,scalability,unknown,,"Many elements of the regulatory system that locus, which was associated with persistent mRNA controls this process are known, but the requirement expression ofSox2 Overexpression ofSox2inhibited for multiple, functionally distinct transcription factors myogenic differentiation in human immortalized needs clarification in terms of gene network myoblasts.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,4b2ebc2475f1f87e,14,2026-02-01T10:27:40Z
ac5b73056fb776b5,construction_science,decision_point,in_vivo,,,unknown,unknown,escalated,,"systematically analyze subventricular zone (SVZ) BACKGROUND: Subjects at risk for major NSPCs, in various groups of rats across the aging mood disorders have a higher risk to develop spectrum, using in vitro and in vivo histological and autoimmune thyroid disease (AITD) and vice-versa, behavioral techniques.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,87a4146d23521a6d,15,2026-02-01T10:27:41Z
cae34021eea28de5,construction_science,decision_point,unknown,,,unknown,unknown,continued,,"with at least 1 first- or second-degree relative with Conversely, Nrf2 overexpression in 'old' NSPCs AITD, 32 of whom did and 32 who did not rendered them similar to 'young' NSPCs, and they seroconvert to TPO-Ab positivity in 5-year follow-up.",moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,87a4146d23521a6d,15,2026-02-01T10:27:41Z
0abed6bf2d72467d,construction_science,method_evaluation,unknown,serum/plasma,,unknown,unknown,unknown,,"We measured serum levels of brain-derived (Nrf2 -/-) mice revealed a lower number of SVZ neurotrophic factor (BDNF), Stem Cell Factor (SCF), NSPCs in these animals, when compared to wild-type Insulin-like Growth Factor-Binding Protein 2 (IGFBP- controls.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,87a4146d23521a6d,15,2026-02-01T10:27:41Z
768a5aa82f7b0d41,construction_science,regulatory_risk,in_vivo,,,successful,regulatory,unknown,,"These results identify a novel regulatory (8.2 vs 18.9 ng/ml, P<0.001), while EGF (506.9 vs role for Nrf2 in NSPC function during aging and have 307.6 pg/ml, P = 0.003) and IGFBP-2 (388.3 vs 188.5 important implications for developing NSPC-based ng/ml, P = 0.028) were significantly higher in relatives strategies to support healthy aging and to treat age- than in HCs.",strong,low,7aadd79d7ac741fd,f6515c1829e2787b,87a4146d23521a6d,15,2026-02-01T10:27:41Z
c0234a3ab4ff6d4b,construction_science,method_evaluation,in_vitro,serum/plasma,,unknown,unknown,unknown,,"of AITD patients show aberrant serum levels of 4 Haematopoietic stem cells (HSCs) maintain hematopoietic/neuronal growth factors similar to the lifelong blood production and increase blood cell aberrancies found in mood disorder patients, numbers in response to chronic and acute injury.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,87a4146d23521a6d,15,2026-02-01T10:27:41Z
f437bf4a03ae639d,construction_science,regulatory_risk,in_vitro,,,unknown,regulatory,unknown,,"identify a critical regulatory circuit that tailors HSC MATERIALS & METHODS: Human umbilical responses to acute needs, and is likely to underlie endothelial cells (HUVECs), bone marrow deregulated blood homeostasis in chronic mesenchymal stem cells (BMSCs), and osteoblast inflammation conditions.",moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,26eda521c1a23711,16,2026-02-01T10:27:41Z
904ec489962a3ec0,construction_science,efficacy_result,unknown,,,failed,no_activity,unknown,,"indicating no significant difference between the OBJECTIVES: In this study, specific differentiation mESCs and ntmESCs; but significance (P<0.05) and the expression of surface antigens as well as TGF- between the ntmESCCMs and ntmESCs.",strong,med,7aadd79d7ac741fd,f6515c1829e2787b,26eda521c1a23711,16,2026-02-01T10:27:41Z
39476a91f4f26575,construction_science,efficacy_result,unknown,,,failed,no_activity,unknown,,No significant difference was found in enrichment.,strong,med,7aadd79d7ac741fd,f6515c1829e2787b,26eda521c1a23711,16,2026-02-01T10:27:41Z
274205f6de347729,construction_science,decision_point,unknown,,,unknown,unknown,modified,,"Additionally, the quinazoline Obesity is an unconstrained worldwide derivative, EVP4593, reduced the number of epidemic.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,a2eb4c22b26ca625,17,2026-02-01T10:27:41Z
efbf275188d9d9c4,construction_science,decision_point,in_vivo,cells,,unknown,unknown,escalated,,"CONCLUSIONS: Our data is the first to adipogenic cell lines have been established, adipose- demonstrate the direct link of nuclear morphology and derived stem cells from the stromal vascular fraction SOC calcium deregulation to mutant huntingtin of subcutaneous white adipose tissues provide a protein expression in iPSCs-derived neurons with reliable cellular system ex vivo much closer to adipose disease-mimetic hallmarks, providing a valuable tool development in vivo.",strong,med,7aadd79d7ac741fd,f6515c1829e2787b,a2eb4c22b26ca625,17,2026-02-01T10:27:41Z
feb75f74ce057506,construction_science,method_evaluation,unknown,,,unknown,unknown,unknown,,"Moreover, the pADSC characterisation of mesenchymal stem cell also possess multipotency, assessed by selective stem differentiation using LC-MS-based metabolite cell markers, to differentiate into various footprinting."" Analyst.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,a2eb4c22b26ca625,17,2026-02-01T10:27:41Z
3ef118e734a6c4cd,construction_science,manufacturing_constraint,unknown,,,unknown,scalability,unknown,,These pADSC can be process where major cellular changes take place to used for clarification of molecular switches in support the osteogenic differentiation of mesenchymal regulating classical adipocyte differentiation or in bone progenitors.,moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,a2eb4c22b26ca625,17,2026-02-01T10:27:41Z
7828261a926d3304,construction_science,method_evaluation,in_vivo,,,unknown,unknown,unknown,,Liquid chromatography (LC)- multipotency for studying adipose development and mass spectrometry (MS)-based metabolite profiling of application to tissue engineering of regenerative the culture medium was carried out in parallel to medicine.,moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,a2eb4c22b26ca625,17,2026-02-01T10:27:41Z
e5ccd5594ac9cd61,construction_science,method_evaluation,in_vivo,,,successful,unknown,unknown,,"This non-invasive LC-MS- BACKGROUND: Huntington's disease (HD) based analytical approach revealed significant is an incurable hereditary neurodegenerative disorder, metabolic changes between the media from control which manifests itself as a loss of GABAergic and OS-treated cells showing distinct effects of MSC medium spiny (GABA MS) neurons in the striatum differentiation on the environmental footprint of the and caused by an expansion of the CAG repeat in cells in different conditions (control",strong,med,7aadd79d7ac741fd,f6515c1829e2787b,a2eb4c22b26ca625,17,2026-02-01T10:27:41Z
e18e882780601bcc,construction_science,manufacturing_constraint,unknown,,,unknown,scalability,unknown,,"poly(hydroxyacid) composite scaffolds for tissue Adult neurogenesis is a dynamic process, and the engineering."" Sci Rep.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,41f1f6fdd2f14fe7,18,2026-02-01T10:27:41Z
e811cd60e3cd53e8,construction_science,manufacturing_constraint,unknown,,,unknown,scalability,unknown,,"A Bone tissue engineering based on scaffolds is better understanding of how adult neurogenesis is quite a complex process as a whole gamut of criteria influenced by PCD will help lead to important insights needs to be satisfied to promote cellular attachment, relevant to brain health and diseases.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,41f1f6fdd2f14fe7,18,2026-02-01T10:27:41Z
edec711317f92b34,construction_science,toxicity_flag,unknown,,,unknown,toxicity_flag,unknown,,"Control of adult decreased to Ctrl hydrogel levels via pre-treatment neurogenesis by programmed cell death in the with Ncad-specific antibodies prior to encapsulation in mammalian brain, J Hematol Oncol.",moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,41f1f6fdd2f14fe7,18,2026-02-01T10:27:41Z
3eebf3d328837aed,construction_science,method_evaluation,unknown,,,unknown,unknown,unknown,,"In summary, we utilized fluorescent diseases.",moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,41f1f6fdd2f14fe7,18,2026-02-01T10:27:41Z
224671d30660eefb,construction_science,toxicity_flag,in_vivo,,,unknown,toxicity_flag,unknown,,"Adult neurogenesis is controlled at multiple imaging to demonstrate Ncad-mediated single cell levels, including proliferation, differentiation, responses to developmental cues within hydrogels migration, and programmed cell death (PCD).",strong,med,7aadd79d7ac741fd,f6515c1829e2787b,41f1f6fdd2f14fe7,18,2026-02-01T10:27:41Z
edc04121fb353d0b,construction_science,manufacturing_constraint,unknown,,,unknown,scalability,unknown,,"these, PCD is the last and most prominent process for regulating the final number of mature neurons Vojdani, Z., A.",moderate,low,7aadd79d7ac741fd,f6515c1829e2787b,41f1f6fdd2f14fe7,18,2026-02-01T10:27:41Z
707abf2638254000,construction_science,toxicity_flag,in_vitro,,,unknown,toxicity_flag,unknown,,"PCD can be classified promotes hepatogenic terminal differentiation of into apoptosis, necrosis, and autophagic cell death and human bone marrow mesenchymal stem cells."" Iran J emerging evidence suggests that all three may be Basic Med Sci.",weak,med,7aadd79d7ac741fd,f6515c1829e2787b,41f1f6fdd2f14fe7,18,2026-02-01T10:27:41Z
13d89a952e020d06,construction_science,toxicity_flag,in_vitro,,,unknown,toxicity_flag,unknown,,important modes of cell death in neural OBJECTIVES: The application of stem cells stem/progenitor cells.,moderate,med,7aadd79d7ac741fd,f6515c1829e2787b,41f1f6fdd2f14fe7,18,2026-02-01T10:27:42Z
94c8754a76676726,construction_science,regulatory_risk,in_vivo,,,unknown,regulatory,unknown,,RESULTS: The (tsRMST) is an emerging regulatory lncRNA in the results demonstrated that the culture of hBM-MSC on human pluripotency circuit.,strong,low,7aadd79d7ac741fd,f6515c1829e2787b,d7080fa568cf6dfe,19,2026-02-01T10:27:42Z
