event_id,event_type,stage,confidence_original,evidence_snippet,science_research_v1_score,biohacking_curiosity_v1_score
abf431bd5070f179,decision_point,unknown,low,Continued Category Molecule Indication Status Phase Principalendpoint(s) NCTno.,+0.0,+0.0
93843ba650ae0836,decision_point,in_vivo,med,cardiovascularfunctionat recruiting II cardiacandaortic 04742777 >70years MRImeasurements after8weeks preventionofbreastcancerin recruiting II reductionofhistologicalbiomarkers 02642094 postmenopausal,+2.0,+1.0
23ebf82151f45221,decision_point,unknown,low,Continued Category Molecule Indication Status Phase Principalendpoint(s) NCTno.,+0.0,+0.0
f9ae01f3a7dc954e,method_evaluation,in_vivo,med,"dasatiniband frailadultsurvivorsof recruiting II walkingspeedandabundanceof 04733534 quercetin childhoodcancer senescentcellsinthebloodfor versusfisetin 150days skeletalhealthinwomen active,not II C-t",+0.0,+0.0
bb6070903751413c,decision_point,unknown,low,Continued Category Molecule Indication Status Phase Principalendpoint(s) NCTno.,+0.0,+0.0
d9f474184cb772dc,decision_point,in_vivo,med,"preventionofdiseaserecurrence active,notrecruiting III disease-freeandoverallsurvival 02804815 afterprimarytreatmentofnon- forupto10years metastaticsolidcancers preventionofcolorectalcancer active,not",+2.0,+0.0
b0fe5bbcfa61da6f,efficacy_result,in_vivo,low,"Subjects received Doesmetforminhaveanydownsides?Twoindependentran- aminimumof6monthsofantidiabetictreatments,andmetfor- domizedtrialsofolderadultsfoundthatmetforminslightlycoun- min did not give rise ",+0.0,+2.0
77cb80a2e980d6c8,toxicity_flag,unknown,med,"formin increases skeletal muscle production of hydrogen Cognitivedeclineandheartfailure peroxideinhealthyolderadults,asmeasuredbyafluorescent Apositiveeffectofmetforminoncognitivedeclineindiabetics bi",+0.0,+1.0
1ffd4863cbb30fcc,efficacy_result,in_vivo,high,"In addition, small amounts of oxidative stress beticstreatedwithmetformin,77,78butanotherstudyactuallyre- havebeenshowntoinduceabeneficialeffectoncellsandor- portedthatmetforminusewasassociatedwithwor",+2.0,+2.0
2383307d1d020477,decision_point,clinical,med,"peptide and low-density lipoprotein levels, which are markers ofheartfailure.However,theactualcardiologicalbenefitofmet- NAD+boosters/sirtuins forminuseremainstobeassessedindiabeticandnon-diabetic Thr",+0.0,+0.0
ce30a8d2bdab7af1,efficacy_result,in_vivo,med,"studiesshowingthatagingprocessescanbeslowedbyboost- Tcells ingsirtuinactivitygenetically,orpharmacologicallywithSIRT1- Arecent20-weekpilotstudyinnon-diabeticolderadultsqueried activatingcompounds,NRor",+3.0,+0.0
96dac9e67f85e0a3,decision_point,in_vivo,med,"in autophagy in CD4+ T lymphocytes, as well as signs of Astudypublishedin2021onNMNsupplementationinpredia- improvedorganelleclearance.82 beticwomenreportedasignificantincreaseininsulinsensitivity, Gut",+2.0,+4.0
c9f18e76ac3e1369,decision_point,in_vivo,med,"Cholesterol,bloodpressure,andphysicalperformance Finally, there are other diseases or conditions of aging for AdministrationofMIB-626,apolymorphofNMN,tooverweightor whichtherearepreclinicaldataindicat",-3.0,+2.0
52ee07cc4286728d,efficacy_result,in_vivo,med,"elevatedNAD+levelsinthecerebrospinalfluid(CSF)andinthe Diabetes/metabolism braininmost,butnotallpatients.Inpatientswhereanincrease It seems clear that GLP-1 drugs are fulfilling their promise as in NA",-4.0,+2.0
d59f9c901b2b73eb,decision_point,unknown,low,Atrialinhealthyadultslookedattheef- peptide analogs because they are orally available and easier fectsofNRonthecontentsofextracellularvesiclesassociated todose.,+0.0,+0.0
907cfc1b7c0cffad,method_evaluation,in_vivo,med,"Anopen-labelstudyofNRwasconduct- tersofcardiovascularfunction;deathduetocardiovasculardis- ed on 24 patients with ataxia telangiectasia, which is due to ease,non-fatalmyocardialinfarctions,andstroke.A",+0.0,+0.0
54464345813b89fb,regulatory_risk,in_vivo,med,"ll Review agonistsinPD.Inthefirst,exenatidewasfoundtosignificantly and an increase in T regulatory cells.122 A mechanism for the improveclinicalsignsofPDcomparedwiththeplacebogroup, reductioninTh17cel",+3.0,+0.0
3ac1aa0f0cbc10ce,decision_point,in_vivo,med,Two human Thisoptimismisreflectedbythelargernumberofclinicaltrials trialsillustratesthispoint.An8-weekplacebo-controlledtrialof inwhichdistinctGLP-1analogsorreceptoragonistsareadmin- 25olderadultsrepo,+3.0,+0.0
00549a756fe6971e,toxicity_flag,in_vivo,med,"treatedarm.126Onthepositiveside,therewasanincreaseinT regulatory cells, which can dampen the activity of cytotoxic Rapamycin/mTOR Tcellsandlowerinflammation.Adifferenttrialfollowedpatients Rapamycinan",+0.0,+0.0
2b9139768472753c,efficacy_result,unknown,med,"In the first pilot trial, RAD001 frailty.Severaltrialsreportthattheseeffectsonskeletalmuscle showeda20%improvementinefficacyofthevaccineagainst inresponsetoexerciseareinhibitedbyrapamycinanditsana- fl",-4.0,+0.0
5fc04d64a875a79e,decision_point,in_vivo,med,This considerable body of data tionrateovera1-yearperiodpostvaccination.120Thesefindings from human trials suggest that rapalogs and metformin might suggest an important application for TORC1 inhibito,-5.0,+0.0
faf18a834e404ad0,decision_point,in_vitro,med,"TORC1levelswithout interferingwithnecessarycell growth.It Autoimmunity remainstobeseenwhethersuchapartialinhibitorforTORC1 Asinglestudylookedatrapamycininlupuserythematosusand will be identified, whic",+0.0,+2.0
e931a3d9aa316f6c,decision_point,in_vitro,med,"Tcells,asdeterminedbyloweringp16,p21,andTNF-ainthose cells.140Finally,athirdstudyreportedthatexercisereducedp16 Spermidine/autophagy levelsinperipheralbloodmononuclearcells(PBMCs).141 Humanclinicaltri",+0.0,+0.0
70240af94878513e,efficacy_result,clinical,med,"erable potential for improving human health span, but the full Aplacebo-controlledtrialenrollingagroupof30olderadultsalso depthandbreadthoftheirpromisewillberevealedinthenext foundimprovementincogniti",+3.0,+0.0
87b5ae72bf6fa061,efficacy_result,in_vivo,low,"oldervolunteersgavethefirstindicationthatprobioticsboosted Thus,spermidinehasthepotentialtopromotehealthyagingby theactivityofnaturalkillercells.146Whileonemeta-analysisof rampingupautophagy,buttheext",+0.0,+0.0
db489a3ca9f2c45f,efficacy_result,unknown,med,"replenishingapopulationdiminishedbyaging.149Anopen-label study150foundthatacombinationofprobioticsanddietlowered Senolytics homocysteine, a potentially harmful metabolite that that may Human study res",+0.0,+0.0
d06b5c55bab8d33c,method_evaluation,in_vivo,low,"carecentersfoundLactobacillusreducedinfectionsintheupper Reductionofsenescentcellsinhumans but not the lower respiratory tract.153 Overall, the majority of Animportantmilestonewasanopen-labelstudyofpa",+0.0,+0.0
215db3f79bbc53a9,manufacturing_constraint,clinical,med,"muciniphila caused a reduction in insulinemia, an in- ongoing clinical trials that are evaluating anti-inflammatories on crease in insulin sensitivity, as well as favorable effects on aging-relateddis",+7.0,+0.0
3141e3052c903f93,manufacturing_constraint,clinical,med,"totreatconditionsrangingfromdiseasesofspecifictissuesto Cognition system-wide deficits resulting from aging processes, but care Numerousstudieshavetestedeffectsofprobioticsoncognition in dosing and tr",+0.0,+2.0
b7850704c53187d4,manufacturing_constraint,unknown,low,"numerous pathways that may be targeted for interventions to Overall,probioticsofferconsiderablepromiseforimprovinghu- slowagingprocessesandtheiraccompanyingdiseases.Thisre- manhealth.Thefurthertesting",+3.0,-1.0
6cf537939353a4da,manufacturing_constraint,unknown,low,"fewyearswillpresentatippingpoint,whenthemostviableap- proacheswillbecomeevidentandmoveustowardamorewide- Anti-inflammatories spreaduseofinterventionstargetingagingprocesses.Whileag- Asdiscussedabove,i",+0.0,+0.0
4ceb417b965d18f3,method_evaluation,in_vitro,med,"above,IL-1,IL-6,andTNF-a,arealsoapartofthemedleyoffac- Off-label use may allow a more general application to combat torsthatareproducedinresponsetoinfections,andalsocanbe aginganditseffects(Figure2).I",+0.0,+0.0
1aeea0e53da08e35,manufacturing_constraint,in_vitro,med,"Inhibition of these factors may ofagingbiomarkers,suchasDNAmethylation,glycanation,me- therefore be expected to trigger a reduction in inflammaging, tabolomics,andproteomics,mayleadtoFDAapprovalofthes",+2.0,+1.0
f7e9e3374a413109,decision_point,clinical,med,"manstudiestargetingaging,weareoptimistic thatthecourse The published data on human trials are most developed for ofhumanhealthcouldbefundamentallychanged.However,at IL-6,whichwasinitiallyproposedtobet",+0.0,+0.0
1446c43916fe1806,method_evaluation,clinical,low,"callyincreasewithagingforallthereasonsmentionedabove.At present,mostclinicalstudiesofIL-6,asfortheothercytokines, ACKNOWLEDGMENTS areinprogressbutnotcompleted.Thereareclinicaldata,how- ever,relatingto",+0.0,+2.0
5ee32b7d3affadc8,manufacturing_constraint,unknown,low,"CurrentandfuturepathstoFDA approvalforinterventionstoslow(or reverse)agingprocesses (A) In compliance with current FDA regulations, interventionsmustbetestedfortheireffectson aging-dependent diseases.",+0.0,+0.0
3426fdde86712ed7,method_evaluation,unknown,low,"If approved, they couldbeusedofflabelformorewidespreadap- plications.",+0.0,+0.0
95c2db5ffe66b653,method_evaluation,unknown,low,"(B) In the future, the acceptance of aging bio- markers would allow drugs to be tested and approved for aging itself, and then be used off labeltotreatdiseases.",+0.0,+0.0
9f92d6e3a14164d2,method_evaluation,in_vivo,med,currentlysupportedbytheJainFoundation.G.K.issupportedbytheLigue Invivoameliorationofage-associatedhallmarksbypartialreprogram- Contre le Cancer (e´quipe labellise´e); Agence National de la Recherche m,+0.0,+0.0
3323fc5a4e6f8441,decision_point,clinical,low,Views and opinions ex- Effectofcocoaflavanolsupplementationforthepreventionofcardiovas- pressedarethoseoftheauthor(s)onlyanddonotnecessarilyreflectthose cular disease events: the COcoa Supplement and ,+7.0,+2.0
e6c01b0342df37ad,decision_point,clinical,low,"ization,andclinicaldevelopmentoftheglucagon-likepeptides.J.Clin.",+0.0,+0.0
ca6c8c565ffd3fa1,toxicity_flag,unknown,low,"E.,Boya,P.,etal.(2017).Autophagycouteractsweightgain,lipotoxicity andpancreaticbeta-celldeathuponhypercaloricpro-diabeticregimens.",+0.0,+0.0
2f8167043c0cfab2,regulatory_risk,unknown,low,"Science 1-BCL2autophagyregulatorycomplexpromoteslongevityinmice.Na- 307,1915–1920.",+0.0,+2.0
eaf2e579d360f50f,decision_point,clinical,low,"Lushchak,O.(2019).Metforminasageroprotector:experimentaland clinicalevidence.Biogerontology20,33–48.",+0.0,+0.0
0d1f7560ee0063ee,method_evaluation,unknown,low,"Custodero,C.,Mankowski,R.T.,Lee,S.A.,Chen,Z.,Wu,S.,Manini, inplasmaextracellularvesiclesenrichedforneuronalorigin.AgingCell T.M., Hincapie Echeverri, J., Sabba`, C., Beavers, D.P., Cauley, J.A., 22,e1",+0.0,+0.0
ebff08bd6e66bb7e,decision_point,in_vivo,low,"McKenzie,A.I.,Mahmassani,Z.S.,Petrocelli,J.J.,deHart,N.M.M.P., Fix,D.K.,Ferrara,P.J.,LaStayo,P.C.,Marcus,R.L.,Rondina,M.T.,Sum- 103.Shi,Y.,Kerry,P.S.,Nanson,J.D.,Bosanac,T.,Sasaki,Y.,Krauss,R., mers,S",+3.0,+2.0
7e09222a43ed51b0,method_evaluation,unknown,low,"Yi,L.,Maier,A.B.,Tao,R.,Lin,Z.,Vaidya,A.,Pendse,S.,Thasma,S., label, randomised, phase 3a trial.",+0.0,+0.0
6b5e8024a00cf5c2,decision_point,clinical,low,"placebo-controlled,parallel-group,dose-dependentclinicaltrial.Gero- (2017).",+5.0,+0.0
7700571ece2b12ef,decision_point,clinical,med,"Mozaffarian,D.,Chen,O.,andGuarente,L.(2023).Nicotinamideriboside andpterostilbenereducesmarkersofhepaticinflammationinNAFLD:A 108.Raccah,D.,Miossec,P.,Esposito,V.,Niemoeller,E.,Cho,M.,andGer- double-b",+3.0,+0.0
7cb6f480c817a235,decision_point,clinical,low,"heimer’s Disease, 6-month treatment with GLP-1 analog prevents declineofbrainglucosemetabolism:randomized,placebo-controlled, 133.Pekar,T.,Bruckner,K.,Pauschenwein-Frantsich,S.,Gschaider,A.,Op- double",+6.0,+3.0
1a2624adeafabbb8,efficacy_result,in_vivo,med,"S.,Ashiqueali, S.,Schneider,A.,etal.(2023).Cellular senescence in UseofamantadineassubstrateforSSAT-1activityasareliableclinical skin-relatedresearch:targetedsignalingpathwaysandnaturallyoccur- diagno",+3.0,-2.0
c2ca18dba07818d3,decision_point,in_vitro,low,(2023).A etal.(2019).Senolyticsdecreasesenescentcellsinhumans:preliminary chronicwoundmodeltoinvestigateskincellularsenescence.Aging(Al- reportfromaclinicaltrialofdasatinibplusquercetininindividualswi,+0.0,+0.0
e4e3796ca690a1da,method_evaluation,in_vivo,med,"142.Justice,J.N.,Nambiar,A.M.,Tchkonia,T.,LeBrasseur,N.K.,Pascual,R., 127.Svatek,R.S.,Ji,N.,deLeon,E.,Mukherjee,N.Z.,Kabra,A.,Hurez,V., Hashmi, S.K., Prata,L., Masternak, M.M., Kritchevsky, S.B., Musi",+0.0,+0.0
fbf7d777535b6ff6,decision_point,in_vivo,low,"143.Kuro-o,M.,Matsumura,Y.,Aizawa,H.,Kawaguchi,H.,Suga,T.,Utsugi, 128.Lin,H.,Salech,F.,Lim,A.,Vogrin,S.,andDuque,G.(2022).Theeffectof T.,Ohyama,Y.,Kurabayashi,M.,Kaname,T.,Kume,E.,etal.(1997).Mu- rapa",+0.0,+0.0
54dfedfaa1fad016,decision_point,clinical,low,"andLee,J.H.(2015).Supplementationwithtwoprobioticstrains,Lacto- (2022).Orally-active,clinically-translatablesenolyticsrestorealpha-klo- bacilluscurvatusHY7601andLactobacillusplantarumKY1032,reduces th",+0.0,+2.0
2f784b57cd3b382d,decision_point,clinical,low,"The triglyceride-lowering effect of supplementation with ease(SToMP-AD):Apilotclinicaltrial.J.Prev.AlzheimersDis.9,22–29.",+0.0,+2.0
80a0a6411840a3b9,cost_tradeoff,unknown,med,"dualprobioticstrains,LactobacilluscurvatusHY7601andLactobacillus plantarum KY1032: reduction of fasting plasma lysophosphatidylcho- 146.",+0.0,+0.0
8c51165af2e04a6d,decision_point,in_vivo,low,"Valentini,L.,Pinto,A.,Bourdel-Marchasson,I.,Ostan,R.,Brigidi,P.,Tur- 164.Sanborn,V.,Azcarate-Peril,M.A.,Updegraff,J.,Manderino,L.,andGun- roni,S.,Hrelia,S.,Hrelia,P.,Bereswill,S.,Fischer,A.,etal.(2015",+3.0,+2.0
e7fe679382794460,decision_point,in_vivo,low,"Intestinal Akkermansia muciniphila predicts clinical M.J.,Ran,Z.,Tang,T.,etal.(2023).Effectofinductiontherapywitholam- response to PD-1 blockade in patients with advanced non-small-cell kiceptvsplaceb",+0.0,+0.0
4d35cee31bbfb7e1,decision_point,clinical,med,"colitis:Arandomizedclinicaltrial.JAMA329,725–734.",+3.0,+0.0
f54e2fce481285ca,method_evaluation,in_vivo,low,"The fluorescent encedbybivalvesatanydetectablelevels.Ureaactsas probe BisANS binds to hydrophobic pockets as they an unfolding agent, disrupting hydrogen bonding and become exposed on the surface of u",+0.0,+0.0
c8597373cecabb85,method_evaluation,in_vivo,low,BisANS fluorescence increases with ofhydrogenperoxideanddisruptsproteinstructureand unfolding until the surface hydrophobic pockets them- functionbyoxidativedamage.Wealsousedhightem- selvesbegintolose,+0.0,+0.0
b5bdf6ec9b9f2e06,method_evaluation,unknown,low,scanned to quantify BisANS fluorescence in the Seebelowfordetails.,+0.0,+0.0
fdc3e6b98976b6a6,method_evaluation,in_vivo,low,"Protein concentration in the pellet and the BisANS fluorescence to total protein, indicative of remaining supernatant was determined by BCA assay.",+0.0,-1.0
e51e61f298780ace,efficacy_result,unknown,low,"We then repeated this procedure with the remaining supernatant, this time exposing it to 52 °C for 1 h, Creatinekinaseactivity centrifugedagainat100,000g,andrepeatedtheassess- mentofresultingpelletand",+0.0,+0.0
75b0b3b51ad78878,method_evaluation,unknown,med,"To Exposure of hydrophobic regions of proteins during address this, we used the same protein—FITC- unfolding often leads to the sequestering of these re- tagged bovine serum albumin (BSA)—as an aggre-",+0.0,+0.0
c76ed8cbd3e34283,method_evaluation,in_vivo,med,The insoluble fraction isolated by ul- induced protein aggregation compared in a short-lived tracentrifugation was dissolved as before and equal mammallivingnormallyat37°Cwithbivalveslivingat volumes ,+0.0,+0.0
eef121a22c2c159b,efficacy_result,in_vivo,low,"puresolublecytosoliclysatesintosolubleandinsolublefractions There was no significant interaction between species and stress aftertemperaturestress.Thesurvivingsolublefractionisreused levels, F(6,24)=2",+0.0,+0.0
7255ad2a2e2c6dac,method_evaluation,in_vivo,med,"The glob- propertyofeachspeciesuniqueproteome,werepeated al proteome of longer-lived species also resisted the aggregation assay using a fluorescently tagged re- temperature-induced aggregation better",+0.0,-1.0
ec748d3cc68101c8,method_evaluation,in_vitro,med,"Finally, a reporter assay, in taggedBSAintopuresolublelysatesfromeachofour which the aggregation properties of the same pro- species and determined their aggregation properties at tein was examined in",+0.0,-1.0
06f0d917a5681a92,efficacy_result,unknown,low,"The mechanisms underlying this perfor- Closelyrelatedbivalvescoverarangeoflongevitiesdown mancecouldyieldmedicallyrelevanttargets,potentially to 1 year.",+3.0,+0.0
99d932723cdd1dd8,toxicity_flag,unknown,low,"ChakravartiB,ChakravartiDN(2007)Oxidativemodificationof Furthermore, only gross analysis of large chaperone proteins:age-relatedchanges.Gerontology53:128–139 CohenE,BieschkeJ,PerciavalleRM,KellyJW,Dil",+0.0,+0.0
2e5fc25b0e3f8c54,method_evaluation,unknown,med,"bemissed.Identificationofthespecificmacromolecules Science313:1604–1610 Arctica is utilizing to stabilize bait proteins are under- David DC, Ollikainen N, Trinidad JC, Cary MP, way utilizing mass spec",+2.0,+0.0
9aef4b1f7e71fbe1,toxicity_flag,in_vivo,med,"J SohalRS(2002)Roleofoxidativestressandproteinoxidationin GerontolSerA:BiolSciMedSci64A:167–170 theagingprocess.FreeRadicBiolMed33:37–44 Morley JF, Brignull HR, Weyers JJ, Morimoto RI (2002) The Sohal",+0.0,+0.0
f59b5d660a048db1,decision_point,clinical,med,"Promislow · Matt Kaeberlein · the Dog Aging Project Consortium Received: 23 August 2024 / Accepted: 14 December 2024 / Published online: 14 February 2025 © The Author(s), under exclusive licence to Am",+4.0,+0.0
44a15b24dfb878a1,decision_point,in_vivo,low,"Here, we describe the rationale, design, and goals of the TRIAD randomized clinical trial, the first rigorous test of a pharmacologic inter- Amanda E.",+7.0,+0.0
aa53261296a88cbd,decision_point,clinical,low,"Wesselowski University of Georgia, Athens, GA, USA Department of Small Animal Clinical Sciences, Texas e-mail: mericksn@uga.edu A&M University, College Station, TX, USA K.",+0.0,+0.0
fc8984e8303fdd71,decision_point,clinical,low,"Middleton Memorial Veterans Department of Clinical Sciences, Colorado State Hospital, Madison, WI, USA University, Fort Collins, CO, USA M.",+0.0,+0.0
3b5c6f41c4126584,decision_point,clinical,low,"Olby Department of Medicine, University of Washington, Department of Clinical Sciences, North Carolina State Seattle, WA, USA University, Raleigh, NC, USA V.",+0.0,+0.0
577763b6869d7a56,decision_point,clinical,low,"Smith Department of Veterinary Clinical Sciences, Washington Chesapeake Veterinary Cardiology Associates, Lawndale, State University, Pullman, WA, USA CA, USA S.",+0.0,+0.0
6747ceb3ddf76361,decision_point,clinical,low,"Tjostheim Department of Clinical Sciences, Tufts University, Department of Medical Sciences, University of Wisconsin, North Grafton, MA, USA Madison, WI, USA M.",+0.0,+0.0
719e8210fa682cf8,decision_point,clinical,low,"Ward Center for Studies in Demography and Ecology, University Department of Veterinary Clinical Sciences, Iowa State of Washington, Seattle, WA, USA University, Ames, IA, USA A.",+0.0,+0.0
4d213023f14f1ed5,decision_point,clinical,low,"Kadotani Department of Population and Health Sciences, Virginia Department of Veterinary Clinical Medicine, University Polytechnic Institute and State University, Blacksburg, VA, of Illinois, Urbana, ",+0.0,+0.0
e24c138f91b99252,decision_point,clinical,low,"GeroScience (2025) 47:2851–2877 2853 syndrome of frailty and many of these same age- clinical trial is designed to evaluate the effects of related functional declines [11, 12].",+4.0,+0.0
e2eed1b1e74556c8,other,unknown,med,"Finally, their inherent span”) in healthy, mature adult to senior, medium- variability in size, conformation, behavior, and to-large companion dogs.",+0.0,+0.0
f5c9b2174bea3da6,decision_point,clinical,med,"Additionally, it has engaged dozens of The TRIAD randomized clinical trial will be the investigators, staff, and trainees, thousands of prac- first clinical trial of the effects of a pharmacologic tic",+7.0,+0.0
981f51130d10cd60,decision_point,clinical,low,"Among veterinary clinical WQAAA AJ& hl= en& authu ser= 3& inst= 14379 trials, the TRIAD randomized clinical trial is unique 318592 44432 4147).",+7.0,+0.0
61123cd1a799991f,decision_point,in_vivo,low,"create new opportunities to improve the prevention, Here, we describe the rationale and design of the prediction, diagnosis, and treatment of age-related ongoing TRIAD randomized clinical trial.",+7.0,+0.0
b75e5e20df43fa4d,decision_point,clinical,med,"Most recently, the results of a double glucose and lipid metabolism, general decreases in blind, placebo controlled, randomized study of cats mRNA translation, and increased autophagy [23], with natur",+6.0,+3.0
78aace6388cb15a6,decision_point,unknown,med,"flow [46, 47], physiology [48], and cognitive perfor- Rapamycin and its derivatives (i.e., “rapalogs”) mance [46–48].",+0.0,+0.0
